step,train_loss,refusal_rate,refusal_rate_smoothed,baseline_refusal_rate,gsm8k_accuracy,mean_alignment,lambda_layer_model.layers.0.self_attn.q_proj,lambda_layer_model.layers.0.self_attn.v_proj,lambda_layer_model.layers.1.self_attn.q_proj,lambda_layer_model.layers.1.self_attn.v_proj,lambda_layer_model.layers.2.self_attn.q_proj,lambda_layer_model.layers.2.self_attn.v_proj,lambda_layer_model.layers.3.self_attn.q_proj,lambda_layer_model.layers.3.self_attn.v_proj,lambda_layer_model.layers.4.self_attn.q_proj,lambda_layer_model.layers.4.self_attn.v_proj,lambda_layer_model.layers.5.self_attn.q_proj,lambda_layer_model.layers.5.self_attn.v_proj,lambda_layer_model.layers.6.self_attn.q_proj,lambda_layer_model.layers.6.self_attn.v_proj,lambda_layer_model.layers.7.self_attn.q_proj,lambda_layer_model.layers.7.self_attn.v_proj,lambda_layer_model.layers.8.self_attn.q_proj,lambda_layer_model.layers.8.self_attn.v_proj,lambda_layer_model.layers.9.self_attn.q_proj,lambda_layer_model.layers.9.self_attn.v_proj,lambda_layer_model.layers.10.self_attn.q_proj,lambda_layer_model.layers.10.self_attn.v_proj,lambda_layer_model.layers.11.self_attn.q_proj,lambda_layer_model.layers.11.self_attn.v_proj,lambda_layer_model.layers.12.self_attn.q_proj,lambda_layer_model.layers.12.self_attn.v_proj,lambda_layer_model.layers.13.self_attn.q_proj,lambda_layer_model.layers.13.self_attn.v_proj,lambda_layer_model.layers.14.self_attn.q_proj,lambda_layer_model.layers.14.self_attn.v_proj,lambda_layer_model.layers.15.self_attn.q_proj,lambda_layer_model.layers.15.self_attn.v_proj,lambda_layer_model.layers.16.self_attn.q_proj,lambda_layer_model.layers.16.self_attn.v_proj,lambda_layer_model.layers.17.self_attn.q_proj,lambda_layer_model.layers.17.self_attn.v_proj,lambda_layer_model.layers.18.self_attn.q_proj,lambda_layer_model.layers.18.self_attn.v_proj,lambda_layer_model.layers.19.self_attn.q_proj,lambda_layer_model.layers.19.self_attn.v_proj,lambda_layer_model.layers.20.self_attn.q_proj,lambda_layer_model.layers.20.self_attn.v_proj,lambda_layer_model.layers.21.self_attn.q_proj,lambda_layer_model.layers.21.self_attn.v_proj,lambda_layer_model.layers.22.self_attn.q_proj,lambda_layer_model.layers.22.self_attn.v_proj,lambda_layer_model.layers.23.self_attn.q_proj,lambda_layer_model.layers.23.self_attn.v_proj,lambda_layer_model.layers.24.self_attn.q_proj,lambda_layer_model.layers.24.self_attn.v_proj,lambda_layer_model.layers.25.self_attn.q_proj,lambda_layer_model.layers.25.self_attn.v_proj,lambda_layer_model.layers.26.self_attn.q_proj,lambda_layer_model.layers.26.self_attn.v_proj,lambda_layer_model.layers.27.self_attn.q_proj,lambda_layer_model.layers.27.self_attn.v_proj
1100,1.4030979280918836,0.9,0.9066666666666667,1.0,0.51,0.004129957867137689,0.7,0.6588343999999998,0.8,0.588,0.40853640344377334,0.76832,0.0,0.85,0.16674955242602996,0.8,0.57624,0.588,0.76832,0.41687388106507484,0.6859999999999999,0.4340627666233599,0.7529536,0.784,0.553420896,0.8,0.40853640344377334,0.7,0.0,0.588,0.54235247808,0.41687388106507484,0.7529536,0.76832,0.54235247808,0.6588343999999998,0.6859999999999999,0.4519603983999999,0.0,0.588,0.6456577119999998,0.6859999999999999,0.40853640344377334,0.6859999999999999,0.6722799999999999,0.41687388106507484,0.54235247808,0.6456577119999998,0.7,0.6722799999999999,0.7,0.8,0.41687388106507484,0.0,0.0,0.7,0.553420896,0.6588343999999998,0.16674955242602996,0.41687388106507484,0.41687388106507484,0.6722799999999999
1200,1.3214193802699448,0.92,0.91,1.0,0.51,0.004090749357211669,0.6859999999999999,0.8,0.784,0.8,0.40036567537489787,0.85,0.0,0.833,0.16341456137750934,0.85,0.5647152,0.57624,0.7529536,0.40853640344377334,0.6722799999999999,0.8,0.737894528,0.76832,0.54235247808,0.784,0.8,0.6859999999999999,0.0,0.57624,0.5315054285184,0.40853640344377334,0.737894528,0.7529536,0.5315054285184,0.6456577119999998,0.6722799999999999,0.4429211904319999,0.0,0.8,0.6327445577599997,0.6722799999999999,0.40036567537489787,0.8,0.6588343999999998,0.8,0.5315054285184,0.6327445577599997,0.6859999999999999,0.6588343999999998,0.6859999999999999,0.8,0.40853640344377334,0.0,0.0,0.6859999999999999,0.54235247808,0.6456577119999998,0.16341456137750934,0.40853640344377334,0.40853640344377334,0.6588343999999998
1300,1.4336809081584214,0.93,0.9166666666666666,1.0,0.485,0.003806137024574647,0.6722799999999999,0.85,0.76832,0.784,0.8,0.833,0.0,0.81634,0.16014627014995916,0.833,0.553420896,0.8,0.737894528,0.40036567537489787,0.8,0.784,0.72313663744,0.85,0.8,0.85,0.784,0.6722799999999999,0.0,0.8,0.5208753199480319,0.40036567537489787,0.72313663744,0.737894528,0.5208753199480319,0.6327445577599997,0.6588343999999998,0.4340627666233599,0.0,0.85,0.6200896666047997,0.6588343999999998,0.3923583618673999,0.784,0.6456577119999998,0.85,0.5208753199480319,0.6200896666047997,0.6722799999999999,0.6456577119999998,0.6722799999999999,0.784,0.40036567537489787,0.0,0.0,0.6722799999999999,0.5315054285184,0.6327445577599997,0.16014627014995916,0.40036567537489787,0.40036567537489787,0.6456577119999998
1400,1.3671222892403603,0.92,0.9233333333333333,1.0,0.5,0.0035347344091860577,0.6588343999999998,0.9,0.7529536,0.76832,0.9,0.9,0.0,0.8000132,0.15694334474695998,0.81634,0.8,0.784,0.72313663744,0.3923583618673999,0.784,0.76832,0.8,0.833,0.784,0.833,0.76832,0.6588343999999998,0.0,0.784,0.5104578135490713,0.3923583618673999,0.7086739046912,0.72313663744,0.5104578135490713,0.6200896666047997,0.8,0.8,0.0,0.9,0.6076878732727037,0.6456577119999998,0.3845111946300519,0.9,0.6327445577599997,0.833,0.5104578135490713,0.6076878732727037,0.6588343999999998,0.6327445577599997,0.6588343999999998,0.76832,0.3923583618673999,0.0,0.0,0.6588343999999998,0.5208753199480319,0.8,0.15694334474695998,0.3923583618673999,0.3923583618673999,0.6327445577599997
1500,1.3861840621381998,0.89,0.9133333333333334,1.0,0.5,0.004260716103349945,0.6456577119999998,0.882,0.737894528,0.7529536,0.9,0.882,0.0,0.784012936,0.4,0.8000132,0.784,0.76832,0.8,0.3845111946300519,0.85,0.7529536,0.784,0.9,0.76832,0.8,0.85,0.6456577119999998,0.0,0.76832,0.5002486572780899,0.3845111946300519,0.694500426597376,0.8,0.5002486572780899,0.6076878732727037,0.784,0.784,0.0,0.882,0.5955341158072496,0.6327445577599997,0.37682097073745086,0.882,0.6200896666047997,0.81634,0.5002486572780899,0.8,0.8,0.6200896666047997,0.6456577119999998,0.7529536,0.3845111946300519,0.0,0.0,0.6456577119999998,0.5104578135490713,0.784,0.15380447785202078,0.3845111946300519,0.3845111946300519,0.6200896666047997
1600,1.4020856632292271,0.86,0.89,1.0,0.495,0.0038941689656764667,0.6327445577599997,0.86436,0.72313663744,0.737894528,0.882,0.86436,0.0,0.88,0.392,0.784012936,0.76832,0.88,0.88,0.88,0.833,0.88,0.76832,0.882,0.7529536,0.784,0.833,0.6327445577599997,0.0,0.7529536,0.49024368413252806,0.37682097073745086,0.6806104180654284,0.784,0.49024368413252806,0.5955341158072496,0.76832,0.76832,0.0,0.86436,0.5836234334911046,0.88,0.3692845513227018,0.86436,0.6076878732727037,0.8000132,0.49024368413252806,0.784,0.784,0.88,0.6327445577599997,0.88,0.4,0.4,0.0,0.6327445577599997,0.5002486572780899,0.76832,0.15072838829498036,0.37682097073745086,0.37682097073745086,0.6076878732727037
1700,1.3759096287190915,0.91,0.8866666666666667,1.0,0.495,0.003966490203830679,0.6200896666047997,0.8470728,0.8,0.72313663744,0.88,0.88,0.0,0.8623999999999999,0.38416,0.76833267728,0.7529536,0.8623999999999999,0.8623999999999999,0.8623999999999999,0.81634,0.8623999999999999,0.7529536,0.86436,0.737894528,0.76832,0.85,0.6200896666047997,0.0,0.8,0.48043881044987746,0.3692845513227018,0.75,0.76832,0.48043881044987746,0.5836234334911046,0.7529536,0.7529536,0.0,0.8470728,0.5719509648212825,0.85,0.3618988602962478,0.8470728,0.5955341158072496,0.784012936,0.8,0.8,0.76832,0.8623999999999999,0.6200896666047997,0.8623999999999999,0.392,0.392,0.0,0.6200896666047997,0.49024368413252806,0.7529536,0.14771382052908075,0.3692845513227018,0.3692845513227018,0.75
1800,1.4016954032704234,0.9,0.89,1.0,0.535,0.0031085284977702293,0.6076878732727037,0.830131344,0.784,0.7086739046912,0.8623999999999999,0.8623999999999999,0.0,0.85,0.8,0.8,0.8,0.9,0.85,0.8451519999999999,0.8000132,0.9,0.737894528,0.8470728,0.72313663744,0.9,0.833,0.6076878732727037,0.0,0.784,0.4708300342408799,0.3618988602962478,0.735,0.7529536,0.4708300342408799,0.5719509648212825,0.737894528,0.737894528,0.0,0.830131344,0.5605119455248568,0.85,0.35466088309032284,0.830131344,0.5836234334911046,0.76833267728,0.784,0.784,0.7529536,0.8451519999999999,0.6076878732727037,0.8451519999999999,0.38416,0.38416,0.0,0.6076878732727037,0.48043881044987746,0.737894528,0.14475954411849912,0.7,0.3618988602962478,0.735
1900,1.3600922578945756,0.87,0.8933333333333334,1.0,0.505,0.003120752965125056,0.5955341158072496,0.81352871712,0.76832,0.694500426597376,0.9,0.9,0.0,0.833,0.784,0.784,0.784,0.882,0.85,0.85,0.784012936,0.9,0.72313663744,0.9,0.7086739046912,0.882,0.81634,0.5955341158072496,0.0,0.76832,0.4614134335560623,0.35466088309032284,0.7202999999999999,0.737894528,0.4614134335560623,0.5605119455248568,0.72313663744,0.72313663744,0.0,0.9,0.5493017066143597,0.833,0.34756766542851636,0.81352871712,0.5719509648212825,0.7529660237344,0.8,0.8,0.737894528,0.9,0.5955341158072496,0.8282489599999999,0.3764768,0.3764768,0.0,0.5955341158072496,0.4708300342408799,0.72313663744,0.14186435323612914,0.6859999999999999,0.35466088309032284,0.7202999999999999
2000,1.2576785575971008,0.89,0.8866666666666667,1.0,0.51,0.003830943603783713,0.5836234334911046,0.7972581427776,0.7529536,0.6806104180654284,0.882,0.882,0.0,0.81634,0.76832,0.76832,0.76832,0.86436,0.833,0.833,0.76833267728,0.882,0.7086739046912,0.882,0.694500426597376,0.86436,0.8000132,0.5836234334911046,0.0,0.7529536,0.45218516488494104,0.34756766542851636,0.7058939999999999,0.72313663744,0.45218516488494104,0.5493017066143597,0.7086739046912,0.7086739046912,0.0,0.882,0.5383156724820726,0.81634,0.34061631211994603,0.7972581427776,0.5605119455248568,0.737906703259712,0.784,0.784,0.72313663744,0.882,0.5836234334911046,0.8116839807999999,0.368947264,0.368947264,0.0,0.5836234334911046,0.4614134335560623,0.7086739046912,0.13902706617140656,0.6722799999999999,0.34756766542851636,0.7058939999999999
