step,train_loss,refusal_rate,refusal_rate_smoothed,baseline_refusal_rate,alpaca_val_loss,mean_alignment,lambda_layer_model.layers.0.self_attn.q_proj,lambda_layer_model.layers.0.self_attn.v_proj,lambda_layer_model.layers.1.self_attn.q_proj,lambda_layer_model.layers.1.self_attn.v_proj,lambda_layer_model.layers.2.self_attn.q_proj,lambda_layer_model.layers.2.self_attn.v_proj,lambda_layer_model.layers.3.self_attn.q_proj,lambda_layer_model.layers.3.self_attn.v_proj,lambda_layer_model.layers.4.self_attn.q_proj,lambda_layer_model.layers.4.self_attn.v_proj,lambda_layer_model.layers.5.self_attn.q_proj,lambda_layer_model.layers.5.self_attn.v_proj,lambda_layer_model.layers.6.self_attn.q_proj,lambda_layer_model.layers.6.self_attn.v_proj,lambda_layer_model.layers.7.self_attn.q_proj,lambda_layer_model.layers.7.self_attn.v_proj,lambda_layer_model.layers.8.self_attn.q_proj,lambda_layer_model.layers.8.self_attn.v_proj,lambda_layer_model.layers.9.self_attn.q_proj,lambda_layer_model.layers.9.self_attn.v_proj,lambda_layer_model.layers.10.self_attn.q_proj,lambda_layer_model.layers.10.self_attn.v_proj,lambda_layer_model.layers.11.self_attn.q_proj,lambda_layer_model.layers.11.self_attn.v_proj,lambda_layer_model.layers.12.self_attn.q_proj,lambda_layer_model.layers.12.self_attn.v_proj,lambda_layer_model.layers.13.self_attn.q_proj,lambda_layer_model.layers.13.self_attn.v_proj,lambda_layer_model.layers.14.self_attn.q_proj,lambda_layer_model.layers.14.self_attn.v_proj,lambda_layer_model.layers.15.self_attn.q_proj,lambda_layer_model.layers.15.self_attn.v_proj,lambda_layer_model.layers.16.self_attn.q_proj,lambda_layer_model.layers.16.self_attn.v_proj,lambda_layer_model.layers.17.self_attn.q_proj,lambda_layer_model.layers.17.self_attn.v_proj,lambda_layer_model.layers.18.self_attn.q_proj,lambda_layer_model.layers.18.self_attn.v_proj,lambda_layer_model.layers.19.self_attn.q_proj,lambda_layer_model.layers.19.self_attn.v_proj,lambda_layer_model.layers.20.self_attn.q_proj,lambda_layer_model.layers.20.self_attn.v_proj,lambda_layer_model.layers.21.self_attn.q_proj,lambda_layer_model.layers.21.self_attn.v_proj,lambda_layer_model.layers.22.self_attn.q_proj,lambda_layer_model.layers.22.self_attn.v_proj,lambda_layer_model.layers.23.self_attn.q_proj,lambda_layer_model.layers.23.self_attn.v_proj,lambda_layer_model.layers.24.self_attn.q_proj,lambda_layer_model.layers.24.self_attn.v_proj,lambda_layer_model.layers.25.self_attn.q_proj,lambda_layer_model.layers.25.self_attn.v_proj,lambda_layer_model.layers.26.self_attn.q_proj,lambda_layer_model.layers.26.self_attn.v_proj,lambda_layer_model.layers.27.self_attn.q_proj,lambda_layer_model.layers.27.self_attn.v_proj
1100,4.956544851325452,0.81,0.8133333333333334,1.0,1.370172087719704,0.007476126990305991,0.57624,0.6076878732727037,0.0,0.7,0.40853640344377334,0.737894528,0.0,0.7,0.6859999999999999,0.7,0.46118407999999994,0.7,0.4519603983999999,0.57624,0.6859999999999999,0.7,0.5647152,0.46118407999999994,0.6722799999999999,0.6200896666047997,0.6588343999999998,0.25522890677453564,0.7,0.6806104180654284,0.6588343999999998,0.76832,0.6200896666047997,0.7,0.7529536,0.6076878732727037,0.0,0.7,0.5315054285184,0.54235247808,0.6456577119999998,0.5315054285184,0.38416,0.76832,0.6859999999999999,0.7,0.6859999999999999,0.6859999999999999,0.7,0.72313663744,0.6859999999999999,0.6859999999999999,0.6076878732727037,0.0,0.5836234334911046,0.694500426597376,0.6669982097041198,0.694500426597376,0.5955341158072496,0.54235247808,0.6200896666047997,0.6200896666047997
1200,4.8232567468564955,0.71,0.7866666666666666,1.0,1.3740412524307806,0.005986719213459375,0.5647152,0.5955341158072496,0.0,0.6859999999999999,0.6,0.72313663744,0.0,0.6859999999999999,0.6722799999999999,0.6859999999999999,0.4519603983999999,0.6859999999999999,0.4429211904319999,0.5647152,0.6722799999999999,0.6859999999999999,0.553420896,0.4519603983999999,0.6588343999999998,0.6076878732727037,0.7,0.25012432863904493,0.6859999999999999,0.6669982097041198,0.6456577119999998,0.8,0.6076878732727037,0.8,0.8,0.5955341158072496,0.0,0.8,0.5208753199480319,0.5315054285184,0.6327445577599997,0.5208753199480319,0.3764768,0.7529536,0.6722799999999999,0.6859999999999999,0.6722799999999999,0.6722799999999999,0.6859999999999999,0.8,0.6722799999999999,0.8,0.5955341158072496,0.0,0.5719509648212825,0.8,0.6536582455100374,0.6806104180654284,0.5836234334911046,0.5315054285184,0.6076878732727037,0.7
1300,4.443535379562527,0.83,0.7833333333333333,1.0,1.372034374221179,0.005988834962149018,0.553420896,0.5836234334911046,0.0,0.6722799999999999,0.588,0.7086739046912,0.0,0.6722799999999999,0.6588343999999998,0.7,0.6,0.6722799999999999,0.4340627666233599,0.553420896,0.7,0.6722799999999999,0.54235247808,0.4429211904319999,0.6456577119999998,0.5955341158072496,0.6859999999999999,0.7,0.6722799999999999,0.6536582455100374,0.6327445577599997,0.784,0.5955341158072496,0.784,0.784,0.5836234334911046,0.0,0.85,0.6,0.5208753199480319,0.6200896666047997,0.5104578135490713,0.368947264,0.737894528,0.6588343999999998,0.6722799999999999,0.7,0.6588343999999998,0.85,0.85,0.6588343999999998,0.784,0.5836234334911046,0.0,0.5605119455248568,0.85,0.6405850805998367,0.6669982097041198,0.5719509648212825,0.5208753199480319,0.5955341158072496,0.6859999999999999
1400,4.445783649100922,0.86,0.7999999999999999,1.0,1.3717305003669158,0.005199823103404404,0.54235247808,0.5719509648212825,0.7,0.6588343999999998,0.57624,0.694500426597376,0.0,0.6588343999999998,0.6456577119999998,0.6859999999999999,0.7,0.75,0.65,0.54235247808,0.6859999999999999,0.6588343999999998,0.5315054285184,0.4340627666233599,0.6327445577599997,0.8,0.6722799999999999,0.8,0.6588343999999998,0.6405850805998367,0.6200896666047997,0.76832,0.5836234334911046,0.76832,0.76832,0.5719509648212825,0.0,0.833,0.588,0.5104578135490713,0.6076878732727037,0.5002486572780899,0.36156831872,0.72313663744,0.75,0.6588343999999998,0.6859999999999999,0.6456577119999998,0.85,0.9,0.6456577119999998,0.76832,0.5719509648212825,0.8,0.5493017066143597,0.833,0.6277733789878399,0.6536582455100374,0.5605119455248568,0.5104578135490713,0.5836234334911046,0.6722799999999999
1500,4.424935147836805,0.86,0.85,1.0,1.3715995323304178,0.0047209794190296505,0.5315054285184,0.5605119455248568,0.6859999999999999,0.8,0.5647152,0.6806104180654284,0.0,0.6456577119999998,0.6327445577599997,0.6722799999999999,0.6859999999999999,0.75,0.637,0.5315054285184,0.6722799999999999,0.6456577119999998,0.5208753199480319,0.4253815112908927,0.6200896666047997,0.784,0.6588343999999998,0.784,0.6456577119999998,0.6277733789878399,0.6076878732727037,0.85,0.5719509648212825,0.85,0.85,0.5605119455248568,0.0,0.81634,0.75,0.5002486572780899,0.5955341158072496,0.49024368413252806,0.3543369523456,0.7086739046912,0.735,0.6456577119999998,0.8,0.6327445577599997,0.85,0.9,0.6327445577599997,0.7529536,0.8,0.784,0.5383156724820726,0.81634,0.6152179114080831,0.6405850805998367,0.5493017066143597,0.5002486572780899,0.5719509648212825,0.6588343999999998
1600,4.329220467738342,0.9,0.8733333333333334,1.0,1.3717496177577109,0.004387587459080221,0.5208753199480319,0.5493017066143597,0.6722799999999999,0.9,0.553420896,0.6669982097041198,0.0,0.6327445577599997,0.6200896666047997,0.6588343999999998,0.6722799999999999,0.735,0.8,0.8,0.6588343999999998,0.6327445577599997,0.5104578135490713,0.41687388106507484,0.6076878732727037,0.76832,0.6456577119999998,0.76832,0.6327445577599997,0.6152179114080831,0.5955341158072496,0.833,0.5605119455248568,0.9,0.833,0.5493017066143597,0.0,0.8000132,0.735,0.49024368413252806,0.5836234334911046,0.8,0.347250213298688,0.694500426597376,0.7202999999999999,0.85,0.784,0.85,0.833,0.882,0.6200896666047997,0.737894528,0.784,0.85,0.5275493590324312,0.8000132,0.6029135531799215,0.85,0.5383156724820726,0.8,0.5605119455248568,0.6456577119999998
1700,4.204254145093728,0.82,0.86,1.0,1.3725101728802462,0.004510292658648852,0.5104578135490713,0.6,0.6588343999999998,0.882,0.54235247808,0.6536582455100374,0.6,0.6200896666047997,0.6076878732727037,0.6456577119999998,0.6588343999999998,0.8,0.784,0.784,0.6456577119999998,0.6200896666047997,0.5002486572780899,0.40853640344377334,0.5955341158072496,0.7529536,0.6327445577599997,0.7529536,0.6200896666047997,0.6029135531799215,0.5836234334911046,0.81634,0.5493017066143597,0.882,0.81634,0.5383156724820726,0.7,0.784012936,0.8,0.48043881044987746,0.5719509648212825,0.784,0.3403052090327142,0.6806104180654284,0.7058939999999999,0.833,0.76832,0.833,0.81634,0.86436,0.7,0.8,0.76832,0.85,0.5169983718517825,0.85,0.590855282116323,0.833,0.7,0.784,0.5493017066143597,0.6327445577599997
1800,4.054779553650878,0.87,0.8633333333333333,1.0,1.3753202511333091,0.004987501645570903,0.5002486572780899,0.588,0.6456577119999998,0.86436,0.5315054285184,0.6405850805998367,0.588,0.6076878732727037,0.85,0.6327445577599997,0.6456577119999998,0.784,0.85,0.76832,0.6327445577599997,0.6076878732727037,0.49024368413252806,0.40036567537489787,0.85,0.737894528,0.6200896666047997,0.737894528,0.6076878732727037,0.590855282116323,0.5719509648212825,0.9,0.5383156724820726,0.9,0.85,0.5275493590324312,0.6859999999999999,0.76833267728,0.784,0.4708300342408799,0.5605119455248568,0.76832,0.3334991048520599,0.6669982097041198,0.85,0.81634,0.85,0.81634,0.8000132,0.9,0.6859999999999999,0.784,0.7529536,0.833,0.5066584044147469,0.833,0.5790381764739965,0.81634,0.85,0.76832,0.5383156724820726,0.6200896666047997
1900,4.667694638257963,0.84,0.8433333333333333,1.0,1.372303621423029,0.0041892399770274225,0.49024368413252806,0.57624,0.8,0.8470728,0.5208753199480319,0.6277733789878399,0.57624,0.5955341158072496,0.833,0.6200896666047997,0.6327445577599997,0.76832,0.85,0.85,0.6200896666047997,0.5955341158072496,0.48043881044987746,0.3923583618673999,0.833,0.72313663744,0.6076878732727037,0.72313663744,0.5955341158072496,0.8,0.5605119455248568,0.882,0.5275493590324312,0.882,0.833,0.5169983718517825,0.6722799999999999,0.85,0.76832,0.4614134335560623,0.5493017066143597,0.7529536,0.3268291227550187,0.6536582455100374,0.833,0.8000132,0.833,0.8000132,0.784012936,0.9,0.6722799999999999,0.76832,0.737894528,0.85,0.4965252363264519,0.85,0.5674574129445166,0.85,0.833,0.7529536,0.8,0.6076878732727037
2000,4.338737951209769,0.81,0.84,1.0,1.3702235875639894,0.004409156240788954,0.48043881044987746,0.5647152,0.784,0.830131344,0.5104578135490713,0.6152179114080831,0.5647152,0.5836234334911046,0.81634,0.6076878732727037,0.6200896666047997,0.7529536,0.833,0.833,0.6076878732727037,0.5836234334911046,0.4708300342408799,0.3845111946300519,0.81634,0.7086739046912,0.5955341158072496,0.7086739046912,0.5836234334911046,0.784,0.5493017066143597,0.86436,0.5169983718517825,0.86436,0.81634,0.5066584044147469,0.6588343999999998,0.833,0.7529536,0.45218516488494104,0.5383156724820726,0.737894528,0.3202925402999183,0.6405850805998367,0.81634,0.784012936,0.81634,0.784012936,0.76833267728,0.882,0.6588343999999998,0.7529536,0.72313663744,0.833,0.48659473159992284,0.833,0.5561082646856262,0.833,0.81634,0.737894528,0.784,0.5955341158072496
