step,train_loss,refusal_rate,refusal_rate_smoothed,baseline_refusal_rate,alpaca_val_loss,mean_alignment,lambda_layer_model.layers.0.self_attn.q_proj,lambda_layer_model.layers.0.self_attn.v_proj,lambda_layer_model.layers.1.self_attn.q_proj,lambda_layer_model.layers.1.self_attn.v_proj,lambda_layer_model.layers.2.self_attn.q_proj,lambda_layer_model.layers.2.self_attn.v_proj,lambda_layer_model.layers.3.self_attn.q_proj,lambda_layer_model.layers.3.self_attn.v_proj,lambda_layer_model.layers.4.self_attn.q_proj,lambda_layer_model.layers.4.self_attn.v_proj,lambda_layer_model.layers.5.self_attn.q_proj,lambda_layer_model.layers.5.self_attn.v_proj,lambda_layer_model.layers.6.self_attn.q_proj,lambda_layer_model.layers.6.self_attn.v_proj,lambda_layer_model.layers.7.self_attn.q_proj,lambda_layer_model.layers.7.self_attn.v_proj,lambda_layer_model.layers.8.self_attn.q_proj,lambda_layer_model.layers.8.self_attn.v_proj,lambda_layer_model.layers.9.self_attn.q_proj,lambda_layer_model.layers.9.self_attn.v_proj,lambda_layer_model.layers.10.self_attn.q_proj,lambda_layer_model.layers.10.self_attn.v_proj,lambda_layer_model.layers.11.self_attn.q_proj,lambda_layer_model.layers.11.self_attn.v_proj,lambda_layer_model.layers.12.self_attn.q_proj,lambda_layer_model.layers.12.self_attn.v_proj,lambda_layer_model.layers.13.self_attn.q_proj,lambda_layer_model.layers.13.self_attn.v_proj,lambda_layer_model.layers.14.self_attn.q_proj,lambda_layer_model.layers.14.self_attn.v_proj,lambda_layer_model.layers.15.self_attn.q_proj,lambda_layer_model.layers.15.self_attn.v_proj,lambda_layer_model.layers.16.self_attn.q_proj,lambda_layer_model.layers.16.self_attn.v_proj,lambda_layer_model.layers.17.self_attn.q_proj,lambda_layer_model.layers.17.self_attn.v_proj,lambda_layer_model.layers.18.self_attn.q_proj,lambda_layer_model.layers.18.self_attn.v_proj,lambda_layer_model.layers.19.self_attn.q_proj,lambda_layer_model.layers.19.self_attn.v_proj,lambda_layer_model.layers.20.self_attn.q_proj,lambda_layer_model.layers.20.self_attn.v_proj,lambda_layer_model.layers.21.self_attn.q_proj,lambda_layer_model.layers.21.self_attn.v_proj,lambda_layer_model.layers.22.self_attn.q_proj,lambda_layer_model.layers.22.self_attn.v_proj,lambda_layer_model.layers.23.self_attn.q_proj,lambda_layer_model.layers.23.self_attn.v_proj,lambda_layer_model.layers.24.self_attn.q_proj,lambda_layer_model.layers.24.self_attn.v_proj,lambda_layer_model.layers.25.self_attn.q_proj,lambda_layer_model.layers.25.self_attn.v_proj,lambda_layer_model.layers.26.self_attn.q_proj,lambda_layer_model.layers.26.self_attn.v_proj,lambda_layer_model.layers.27.self_attn.q_proj,lambda_layer_model.layers.27.self_attn.v_proj
1100,4.870760491117835,0.77,0.82,1.0,1.362530847013625,0.00790456625899034,0.294,0.3543369523456,0.347250213298688,0.0,0.5719509648212825,0.553420896,0.16674955242602996,0.4253815112908927,0.16674955242602996,0.36156831872,0.294,0.57624,0.8,0.6806104180654284,0.6722799999999999,0.8,0.47059599999999996,0.8,0.46118407999999994,0.5836234334911046,0.57624,0.347250213298688,0.24512184206626403,0.5647152,0.8,0.76832,0.4253815112908927,0.553420896,0.6588343999999998,0.6076878732727037,0.5719509648212825,0.8,0.5647152,0.8,0.8,0.784,0.24512184206626403,0.784,0.16674955242602996,0.784,0.16674955242602996,0.6722799999999999,0.16674955242602996,0.8,0.16674955242602996,0.6859999999999999,0.6327445577599997,0.6076878732727037,0.4519603983999999,0.8,0.347250213298688,0.5647152,0.392,0.553420896,0.8,0.4340627666233599
1200,4.773235703506507,0.85,0.8233333333333333,1.0,1.36122845236966,0.006965620890176589,0.28812,0.347250213298688,0.3403052090327142,0.0,0.5605119455248568,0.54235247808,0.3,0.41687388106507484,0.16341456137750934,0.3543369523456,0.3,0.5647152,0.8,0.6669982097041198,0.6588343999999998,0.85,0.46118407999999994,0.8,0.4519603983999999,0.5719509648212825,0.5647152,0.3403052090327142,0.3,0.553420896,0.784,0.8,0.41687388106507484,0.54235247808,0.6456577119999998,0.5955341158072496,0.5605119455248568,0.784,0.553420896,0.8,0.784,0.8,0.24021940522493873,0.76832,0.16341456137750934,0.76832,0.16341456137750934,0.6588343999999998,0.16341456137750934,0.8,0.16341456137750934,0.6722799999999999,0.6200896666047997,0.5955341158072496,0.4429211904319999,0.784,0.3403052090327142,0.553420896,0.38416,0.54235247808,0.784,0.4253815112908927
1300,4.706001707208343,0.83,0.8166666666666668,1.0,1.3574819560804208,0.006256433727685362,0.2823576,0.3403052090327142,0.3334991048520599,0.0,0.5493017066143597,0.5315054285184,0.75,0.75,0.16014627014995916,0.347250213298688,0.75,0.553420896,0.784,0.6536582455100374,0.6456577119999998,0.9,0.4519603983999999,0.784,0.4429211904319999,0.5605119455248568,0.553420896,0.8,0.294,0.54235247808,0.85,0.784,0.75,0.5315054285184,0.6327445577599997,0.5836234334911046,0.5493017066143597,0.76832,0.54235247808,0.784,0.76832,0.784,0.23541501712043994,0.7529536,0.16014627014995916,0.7529536,0.16014627014995916,0.8,0.16014627014995916,0.784,0.16014627014995916,0.6588343999999998,0.6076878732727037,0.5836234334911046,0.75,0.76832,0.3334991048520599,0.54235247808,0.8,0.5315054285184,0.76832,0.41687388106507484
1400,4.662965262411162,0.82,0.8333333333333334,1.0,1.3587396729817873,0.0043863628483710015,0.5,0.6,0.3268291227550187,0.0,0.5383156724820726,0.5208753199480319,0.735,0.735,0.15694334474695998,0.3403052090327142,0.735,0.54235247808,0.76832,0.6405850805998367,0.6327445577599997,0.882,0.4429211904319999,0.76832,0.4340627666233599,0.5493017066143597,0.54235247808,0.784,0.28812,0.6,0.833,0.8,0.735,0.5208753199480319,0.7,0.5719509648212825,0.5383156724820726,0.7529536,0.5315054285184,0.76832,0.7529536,0.76832,0.23070671677803115,0.737894528,0.6,0.737894528,0.7,0.784,0.15694334474695998,0.76832,0.6,0.7,0.5955341158072496,0.5719509648212825,0.735,0.7529536,0.3268291227550187,0.6,0.784,0.5208753199480319,0.7529536,0.40853640344377334
1500,4.628944358325097,0.86,0.8366666666666666,1.0,1.360530046868206,0.0036416620485917,0.49,0.8,0.3202925402999183,0.0,0.5275493590324312,0.5104578135490713,0.7202999999999999,0.7202999999999999,0.15380447785202078,0.3334991048520599,0.7202999999999999,0.5315054285184,0.7529536,0.6277733789878399,0.6200896666047997,0.86436,0.4340627666233599,0.7529536,0.4253815112908927,0.5383156724820726,0.5315054285184,0.76832,0.2823576,0.588,0.81634,0.784,0.8,0.5104578135490713,0.8,0.5605119455248568,0.5275493590324312,0.85,0.5208753199480319,0.7529536,0.737894528,0.85,0.22609258244247052,0.72313663744,0.8,0.72313663744,0.8,0.76832,0.8,0.7529536,0.8,0.6859999999999999,0.5836234334911046,0.5605119455248568,0.7202999999999999,0.737894528,0.3202925402999183,0.588,0.76832,0.5104578135490713,0.85,0.40036567537489787
1600,4.407456485347357,0.81,0.8300000000000001,1.0,1.3603747529596713,0.004577261029875704,0.48019999999999996,0.784,0.31388668949391996,0.0,0.65,0.5002486572780899,0.7058939999999999,0.7058939999999999,0.15072838829498036,0.3268291227550187,0.7058939999999999,0.5208753199480319,0.737894528,0.6152179114080831,0.6076878732727037,0.8470728,0.4253815112908927,0.737894528,0.41687388106507484,0.5275493590324312,0.65,0.7529536,0.276710448,0.7,0.8000132,0.76832,0.784,0.5002486572780899,0.784,0.5493017066143597,0.5169983718517825,0.833,0.5104578135490713,0.8,0.72313663744,0.833,0.2215707307936211,0.7086739046912,0.85,0.7086739046912,0.784,0.85,0.784,0.8,0.85,0.6722799999999999,0.5719509648212825,0.65,0.7058939999999999,0.72313663744,0.4,0.57624,0.7529536,0.5002486572780899,0.833,0.3923583618673999
1700,4.36263248577714,0.85,0.84,1.0,1.358478832058801,0.004715172037582046,0.47059599999999996,0.85,0.30760895570404156,0.0,0.637,0.49024368413252806,0.6917761199999999,0.6917761199999999,0.14771382052908075,0.3202925402999183,0.6917761199999999,0.5104578135490713,0.72313663744,0.6029135531799215,0.5955341158072496,0.830131344,0.41687388106507484,0.72313663744,0.40853640344377334,0.5169983718517825,0.637,0.737894528,0.75,0.85,0.784012936,0.7529536,0.8,0.49024368413252806,0.76832,0.5383156724820726,0.5066584044147469,0.9,0.75,0.85,0.7086739046912,0.81634,0.21713931617774868,0.694500426597376,0.833,0.694500426597376,0.76832,0.833,0.76832,0.784,0.833,0.6588343999999998,0.5605119455248568,0.8,0.6917761199999999,0.85,0.7,0.5647152,0.737894528,0.49024368413252806,0.81634,0.3845111946300519
1800,4.361187524679117,0.84,0.8333333333333334,1.0,1.3598150433467378,0.004445178766867944,0.46118407999999994,0.85,0.30145677658996073,0.0,0.62426,0.48043881044987746,0.6779405975999999,0.6779405975999999,0.14475954411849912,0.31388668949391996,0.6779405975999999,0.5002486572780899,0.7086739046912,0.590855282116323,0.85,0.9,0.8,0.7086739046912,0.40036567537489787,0.5066584044147469,0.62426,0.85,0.735,0.833,0.76833267728,0.737894528,0.784,0.48043881044987746,0.7529536,0.5275493590324312,0.4965252363264519,0.882,0.735,0.85,0.694500426597376,0.85,0.7,0.8,0.81634,0.6806104180654284,0.7529536,0.81634,0.7529536,0.76832,0.81634,0.6456577119999998,0.8,0.784,0.6779405975999999,0.833,0.6859999999999999,0.553420896,0.72313663744,0.48043881044987746,0.8000132,0.37682097073745086
1900,4.553153928375105,0.85,0.8466666666666667,1.0,1.361798584517691,0.004045896774706697,0.4519603983999999,0.833,0.2954276410581615,0.0,0.6117748000000001,0.4708300342408799,0.6643817856479999,0.6643817856479999,0.14186435323612914,0.30760895570404156,0.6643817856479999,0.49024368413252806,0.8,0.5790381764739965,0.833,0.882,0.784,0.8,0.3923583618673999,0.4965252363264519,0.6117748000000001,0.9,0.7202999999999999,0.81634,0.7529660237344,0.72313663744,0.76832,0.4708300342408799,0.737894528,0.5169983718517825,0.48659473159992284,0.9,0.7202999999999999,0.833,0.6806104180654284,0.833,0.6859999999999999,0.784,0.8000132,0.85,0.737894528,0.9,0.737894528,0.7529536,0.8000132,0.85,0.784,0.76832,0.85,0.81634,0.85,0.54235247808,0.7086739046912,0.4708300342408799,0.8,0.3692845513227018
2000,4.489562288527377,0.87,0.8533333333333334,1.0,1.3613868192527305,0.0049823168166247865,0.4429211904319999,0.81634,0.28951908823699823,0.0,0.5995393040000001,0.4614134335560623,0.6510941499350399,0.6510941499350399,0.13902706617140656,0.30145677658996073,0.6510941499350399,0.48043881044987746,0.784,0.5674574129445166,0.81634,0.86436,0.76832,0.784,0.3845111946300519,0.48659473159992284,0.5995393040000001,0.882,0.7058939999999999,0.8000132,0.737906703259712,0.7086739046912,0.7529536,0.4614134335560623,0.72313663744,0.5066584044147469,0.47686283696792436,0.882,0.7058939999999999,0.81634,0.6669982097041198,0.81634,0.6722799999999999,0.76832,0.784012936,0.833,0.72313663744,0.882,0.72313663744,0.737894528,0.784012936,0.833,0.76832,0.7529536,0.833,0.8000132,0.833,0.5315054285184,0.694500426597376,0.4614134335560623,0.784,0.3618988602962478
