step,train_loss,refusal_rate,refusal_rate_smoothed,baseline_refusal_rate,alpaca_val_loss,mean_alignment,lambda_layer_model.layers.0.self_attn.q_proj,lambda_layer_model.layers.0.self_attn.v_proj,lambda_layer_model.layers.1.self_attn.q_proj,lambda_layer_model.layers.1.self_attn.v_proj,lambda_layer_model.layers.2.self_attn.q_proj,lambda_layer_model.layers.2.self_attn.v_proj,lambda_layer_model.layers.3.self_attn.q_proj,lambda_layer_model.layers.3.self_attn.v_proj,lambda_layer_model.layers.4.self_attn.q_proj,lambda_layer_model.layers.4.self_attn.v_proj,lambda_layer_model.layers.5.self_attn.q_proj,lambda_layer_model.layers.5.self_attn.v_proj,lambda_layer_model.layers.6.self_attn.q_proj,lambda_layer_model.layers.6.self_attn.v_proj,lambda_layer_model.layers.7.self_attn.q_proj,lambda_layer_model.layers.7.self_attn.v_proj,lambda_layer_model.layers.8.self_attn.q_proj,lambda_layer_model.layers.8.self_attn.v_proj,lambda_layer_model.layers.9.self_attn.q_proj,lambda_layer_model.layers.9.self_attn.v_proj,lambda_layer_model.layers.10.self_attn.q_proj,lambda_layer_model.layers.10.self_attn.v_proj,lambda_layer_model.layers.11.self_attn.q_proj,lambda_layer_model.layers.11.self_attn.v_proj,lambda_layer_model.layers.12.self_attn.q_proj,lambda_layer_model.layers.12.self_attn.v_proj,lambda_layer_model.layers.13.self_attn.q_proj,lambda_layer_model.layers.13.self_attn.v_proj,lambda_layer_model.layers.14.self_attn.q_proj,lambda_layer_model.layers.14.self_attn.v_proj,lambda_layer_model.layers.15.self_attn.q_proj,lambda_layer_model.layers.15.self_attn.v_proj,lambda_layer_model.layers.16.self_attn.q_proj,lambda_layer_model.layers.16.self_attn.v_proj,lambda_layer_model.layers.17.self_attn.q_proj,lambda_layer_model.layers.17.self_attn.v_proj,lambda_layer_model.layers.18.self_attn.q_proj,lambda_layer_model.layers.18.self_attn.v_proj,lambda_layer_model.layers.19.self_attn.q_proj,lambda_layer_model.layers.19.self_attn.v_proj,lambda_layer_model.layers.20.self_attn.q_proj,lambda_layer_model.layers.20.self_attn.v_proj,lambda_layer_model.layers.21.self_attn.q_proj,lambda_layer_model.layers.21.self_attn.v_proj,lambda_layer_model.layers.22.self_attn.q_proj,lambda_layer_model.layers.22.self_attn.v_proj,lambda_layer_model.layers.23.self_attn.q_proj,lambda_layer_model.layers.23.self_attn.v_proj,lambda_layer_model.layers.24.self_attn.q_proj,lambda_layer_model.layers.24.self_attn.v_proj,lambda_layer_model.layers.25.self_attn.q_proj,lambda_layer_model.layers.25.self_attn.v_proj,lambda_layer_model.layers.26.self_attn.q_proj,lambda_layer_model.layers.26.self_attn.v_proj,lambda_layer_model.layers.27.self_attn.q_proj,lambda_layer_model.layers.27.self_attn.v_proj
1100,4.663047249484808,0.79,0.8300000000000001,1.0,1.3307332082096643,0.007190531281854159,0.0,0.0,0.553420896,0.6806104180654284,0.7529536,0.833,0.7086739046912,0.6327445577599997,0.7086739046912,0.6722799999999999,0.553420896,0.694500426597376,0.8,0.85,0.784,0.694500426597376,0.6536582455100374,0.0,0.72313663744,0.7202999999999999,0.6327445577599997,0.6722799999999999,0.553420896,0.57624,0.735,0.5104578135490713,0.694500426597376,0.6588343999999998,0.5836234334911046,0.85,0.6588343999999998,0.8,0.72313663744,0.85,0.6806104180654284,0.7529536,0.8,0.784,0.694500426597376,0.85,0.6327445577599997,0.833,0.8,0.7529536,0.6076878732727037,0.7529536,0.6076878732727037,0.76832,0.0,0.8,0.5315054285184,0.85,0.0,0.6327445577599997,0.6327445577599997,0.5955341158072496
1200,4.968418303583749,0.86,0.8233333333333333,1.0,1.3412679023230347,0.011808203570711027,0.0,0.0,0.54235247808,0.6669982097041198,0.737894528,0.85,0.694500426597376,0.6200896666047997,0.694500426597376,0.7,0.54235247808,0.7,0.784,0.85,0.76832,0.7,0.6405850805998367,0.0,0.7086739046912,0.7058939999999999,0.6200896666047997,0.6588343999999998,0.54235247808,0.65,0.7202999999999999,0.5002486572780899,0.6806104180654284,0.6456577119999998,0.5719509648212825,0.85,0.6456577119999998,0.784,0.7086739046912,0.85,0.6669982097041198,0.8,0.784,0.76832,0.6806104180654284,0.833,0.6200896666047997,0.8,0.784,0.737894528,0.5955341158072496,0.737894528,0.5955341158072496,0.7529536,0.0,0.784,0.5208753199480319,0.833,0.0,0.6200896666047997,0.6200896666047997,0.5836234334911046
1300,4.734333760472946,0.84,0.8300000000000001,1.0,1.3346826207466806,0.0055272706283306305,0.0,0.0,0.5315054285184,0.75,0.72313663744,0.833,0.6806104180654284,0.6076878732727037,0.6806104180654284,0.6859999999999999,0.5315054285184,0.6859999999999999,0.8,0.833,0.7529536,0.6859999999999999,0.6277733789878399,0.0,0.694500426597376,0.6917761199999999,0.6076878732727037,0.6456577119999998,0.5315054285184,0.637,0.7058939999999999,0.8,0.6669982097041198,0.6327445577599997,0.5605119455248568,0.833,0.6327445577599997,0.76832,0.694500426597376,0.85,0.6536582455100374,0.85,0.76832,0.7529536,0.8,0.85,0.6076878732727037,0.784,0.76832,0.8,0.5836234334911046,0.72313663744,0.5836234334911046,0.737894528,0.0,0.76832,0.8,0.85,0.0,0.6076878732727037,0.6076878732727037,0.5719509648212825
1400,4.38493616443593,0.84,0.8466666666666667,1.0,1.3341085162508588,0.004477023201096537,0.0,0.0,0.5208753199480319,0.735,0.7086739046912,0.9,0.6669982097041198,0.75,0.6669982097041198,0.6722799999999999,0.5208753199480319,0.75,0.85,0.81634,0.737894528,0.8,0.6152179114080831,0.0,0.6806104180654284,0.6779405975999999,0.5955341158072496,0.6327445577599997,0.5208753199480319,0.8,0.85,0.784,0.6536582455100374,0.6200896666047997,0.5493017066143597,0.81634,0.6200896666047997,0.85,0.6806104180654284,0.833,0.6405850805998367,0.833,0.7529536,0.737894528,0.784,0.833,0.5955341158072496,0.76832,0.7529536,0.9,0.5719509648212825,0.8,0.5719509648212825,0.72313663744,0.0,0.7529536,0.784,0.833,0.0,0.5955341158072496,0.5955341158072496,0.5605119455248568
1500,4.457478218098404,0.86,0.8466666666666667,1.0,1.333577666931678,0.0052942029786728585,0.0,0.7,0.5104578135490713,0.7202999999999999,0.7,0.882,0.6536582455100374,0.735,0.6536582455100374,0.6588343999999998,0.5104578135490713,0.735,0.833,0.8,0.72313663744,0.8,0.6,0.0,0.6669982097041198,0.6643817856479999,0.5836234334911046,0.6200896666047997,0.5104578135490713,0.8,0.833,0.76832,0.6405850805998367,0.6076878732727037,0.5383156724820726,0.8000132,0.6076878732727037,0.85,0.6669982097041198,0.81634,0.6277733789878399,0.81634,0.737894528,0.72313663744,0.76832,0.85,0.5836234334911046,0.7529536,0.737894528,0.882,0.5605119455248568,0.784,0.5605119455248568,0.7086739046912,0.0,0.7,0.76832,0.81634,0.6,0.5836234334911046,0.5836234334911046,0.5493017066143597
1600,4.522900906876603,0.89,0.8633333333333333,1.0,1.3337666208555752,0.004416287970213618,0.0,0.6859999999999999,0.5002486572780899,0.8,0.6859999999999999,0.9,0.6405850805998367,0.7202999999999999,0.6405850805998367,0.6456577119999998,0.5002486572780899,0.7202999999999999,0.85,0.784,0.7086739046912,0.784,0.7,0.0,0.6536582455100374,0.6510941499350399,0.5719509648212825,0.6076878732727037,0.5002486572780899,0.784,0.81634,0.7529536,0.6277733789878399,0.5955341158072496,0.5275493590324312,0.784012936,0.5955341158072496,0.833,0.6536582455100374,0.8000132,0.6152179114080831,0.85,0.8,0.7086739046912,0.7529536,0.833,0.75,0.737894528,0.72313663744,0.9,0.5493017066143597,0.8,0.5493017066143597,0.694500426597376,0.7,0.6859999999999999,0.7529536,0.8000132,0.588,0.5719509648212825,0.5719509648212825,0.5383156724820726
1700,4.329826114899479,0.85,0.8666666666666667,1.0,1.3294819302479488,0.0037887939272747773,0.0,0.8,0.49024368413252806,0.85,0.6722799999999999,0.882,0.6277733789878399,0.7058939999999999,0.6277733789878399,0.6327445577599997,0.49024368413252806,0.7058939999999999,0.833,0.76832,0.694500426597376,0.76832,0.6859999999999999,0.0,0.6405850805998367,0.6380722669363391,0.5605119455248568,0.5955341158072496,0.49024368413252806,0.76832,0.85,0.737894528,0.6152179114080831,0.5836234334911046,0.5169983718517825,0.85,0.5836234334911046,0.81634,0.6405850805998367,0.784012936,0.8,0.9,0.8,0.694500426597376,0.737894528,0.81634,0.735,0.8,0.7086739046912,0.882,0.5383156724820726,0.784,0.5383156724820726,0.6806104180654284,0.6859999999999999,0.8,0.737894528,0.85,0.57624,0.5605119455248568,0.5605119455248568,0.5275493590324312
1800,4.513267048974521,0.88,0.8733333333333334,1.0,1.3317374622260767,0.004735940179671161,0.7,0.8,0.48043881044987746,0.8,0.6588343999999998,0.86436,0.6152179114080831,0.6917761199999999,0.6152179114080831,0.6200896666047997,0.48043881044987746,0.6917761199999999,0.81634,0.8,0.6806104180654284,0.7529536,0.7,0.0,0.6277733789878399,0.6253108215976123,0.5493017066143597,0.5836234334911046,0.48043881044987746,0.7529536,0.833,0.72313663744,0.6,0.5719509648212825,0.5066584044147469,0.833,0.5719509648212825,0.8,0.6277733789878399,0.76833267728,0.784,0.882,0.784,0.6806104180654284,0.72313663744,0.8,0.7202999999999999,0.784,0.694500426597376,0.8,0.5275493590324312,0.76832,0.5275493590324312,0.6669982097041198,0.6722799999999999,0.784,0.72313663744,0.833,0.5647152,0.6,0.5493017066143597,0.5169983718517825
1900,4.5122695430764,0.85,0.86,1.0,1.3286267364131377,0.004209682347469165,0.6859999999999999,0.784,0.7,0.85,0.6456577119999998,0.8470728,0.6029135531799215,0.6779405975999999,0.6029135531799215,0.6076878732727037,0.4708300342408799,0.6779405975999999,0.8000132,0.85,0.6669982097041198,0.737894528,0.6859999999999999,0.0,0.6152179114080831,0.61280460516566,0.5383156724820726,0.5719509648212825,0.4708300342408799,0.737894528,0.81634,0.7086739046912,0.588,0.5605119455248568,0.4965252363264519,0.81634,0.5605119455248568,0.784,0.6152179114080831,0.7529660237344,0.76832,0.86436,0.76832,0.6669982097041198,0.7086739046912,0.784,0.8,0.85,0.75,0.85,0.75,0.8,0.5169983718517825,0.6536582455100374,0.75,0.76832,0.7086739046912,0.81634,0.553420896,0.588,0.5383156724820726,0.5066584044147469
2000,4.254472638866864,0.85,0.86,1.0,1.3281387516864611,0.003438778494455619,0.6722799999999999,0.76832,0.6859999999999999,0.833,0.6327445577599997,0.830131344,0.590855282116323,0.6643817856479999,0.590855282116323,0.5955341158072496,0.4614134335560623,0.6643817856479999,0.784012936,0.833,0.6536582455100374,0.72313663744,0.6722799999999999,0.0,0.6029135531799215,0.6005485130623468,0.5275493590324312,0.5605119455248568,0.4614134335560623,0.72313663744,0.8000132,0.694500426597376,0.57624,0.5493017066143597,0.48659473159992284,0.8000132,0.5493017066143597,0.76832,0.6029135531799215,0.737906703259712,0.7529536,0.8470728,0.7529536,0.6536582455100374,0.694500426597376,0.76832,0.784,0.833,0.735,0.833,0.735,0.784,0.5066584044147469,0.6405850805998367,0.735,0.7529536,0.694500426597376,0.8000132,0.54235247808,0.57624,0.5275493590324312,0.4965252363264519
