step,train_loss,refusal_rate,refusal_rate_smoothed,baseline_refusal_rate,gsm8k_accuracy,mean_alignment,lambda_layer_model.layers.0.self_attn.q_proj,lambda_layer_model.layers.0.self_attn.v_proj,lambda_layer_model.layers.1.self_attn.q_proj,lambda_layer_model.layers.1.self_attn.v_proj,lambda_layer_model.layers.2.self_attn.q_proj,lambda_layer_model.layers.2.self_attn.v_proj,lambda_layer_model.layers.3.self_attn.q_proj,lambda_layer_model.layers.3.self_attn.v_proj,lambda_layer_model.layers.4.self_attn.q_proj,lambda_layer_model.layers.4.self_attn.v_proj,lambda_layer_model.layers.5.self_attn.q_proj,lambda_layer_model.layers.5.self_attn.v_proj,lambda_layer_model.layers.6.self_attn.q_proj,lambda_layer_model.layers.6.self_attn.v_proj,lambda_layer_model.layers.7.self_attn.q_proj,lambda_layer_model.layers.7.self_attn.v_proj,lambda_layer_model.layers.8.self_attn.q_proj,lambda_layer_model.layers.8.self_attn.v_proj,lambda_layer_model.layers.9.self_attn.q_proj,lambda_layer_model.layers.9.self_attn.v_proj,lambda_layer_model.layers.10.self_attn.q_proj,lambda_layer_model.layers.10.self_attn.v_proj,lambda_layer_model.layers.11.self_attn.q_proj,lambda_layer_model.layers.11.self_attn.v_proj,lambda_layer_model.layers.12.self_attn.q_proj,lambda_layer_model.layers.12.self_attn.v_proj,lambda_layer_model.layers.13.self_attn.q_proj,lambda_layer_model.layers.13.self_attn.v_proj,lambda_layer_model.layers.14.self_attn.q_proj,lambda_layer_model.layers.14.self_attn.v_proj,lambda_layer_model.layers.15.self_attn.q_proj,lambda_layer_model.layers.15.self_attn.v_proj,lambda_layer_model.layers.16.self_attn.q_proj,lambda_layer_model.layers.16.self_attn.v_proj,lambda_layer_model.layers.17.self_attn.q_proj,lambda_layer_model.layers.17.self_attn.v_proj,lambda_layer_model.layers.18.self_attn.q_proj,lambda_layer_model.layers.18.self_attn.v_proj,lambda_layer_model.layers.19.self_attn.q_proj,lambda_layer_model.layers.19.self_attn.v_proj,lambda_layer_model.layers.20.self_attn.q_proj,lambda_layer_model.layers.20.self_attn.v_proj,lambda_layer_model.layers.21.self_attn.q_proj,lambda_layer_model.layers.21.self_attn.v_proj,lambda_layer_model.layers.22.self_attn.q_proj,lambda_layer_model.layers.22.self_attn.v_proj,lambda_layer_model.layers.23.self_attn.q_proj,lambda_layer_model.layers.23.self_attn.v_proj,lambda_layer_model.layers.24.self_attn.q_proj,lambda_layer_model.layers.24.self_attn.v_proj,lambda_layer_model.layers.25.self_attn.q_proj,lambda_layer_model.layers.25.self_attn.v_proj,lambda_layer_model.layers.26.self_attn.q_proj,lambda_layer_model.layers.26.self_attn.v_proj,lambda_layer_model.layers.27.self_attn.q_proj,lambda_layer_model.layers.27.self_attn.v_proj
1100,1.3940517634153367,0.9,0.9233333333333333,1.0,0.495,0.004762665651339505,0.6456577119999998,0.0,0.6722799999999999,0.40853640344377334,0.40853640344377334,0.4253815112908927,0.57624,0.0,0.8,0.85,0.6859999999999999,0.6327445577599997,0.784,0.75,0.6456577119999998,0.784,0.6327445577599997,0.5647152,0.6456577119999998,0.6722799999999999,0.8,0.4,0.5647152,0.6,0.0,0.85,0.40853640344377334,0.6327445577599997,0.1701526045163571,0.5647152,0.2,0.7,0.6456577119999998,0.6327445577599997,0.784,0.6456577119999998,0.6327445577599997,0.173625106649344,0.6859999999999999,0.6722799999999999,0.6327445577599997,0.8,0.7529536,0.76832,0.0,0.6456577119999998,0.6327445577599997,0.0,0.784,0.5647152,0.1701526045163571,0.6456577119999998,0.6722799999999999,0.1701526045163571,0.173625106649344,0.6327445577599997
1200,1.3906851656734944,0.9,0.9133333333333334,1.0,0.485,0.004334973021676498,0.6327445577599997,0.0,0.6588343999999998,0.75,0.40036567537489787,0.41687388106507484,0.5647152,0.0,0.784,0.833,0.6722799999999999,0.75,0.76832,0.85,0.8,0.8,0.6200896666047997,0.553420896,0.6327445577599997,0.8,0.85,0.392,0.553420896,0.588,0.0,0.833,0.75,0.6200896666047997,0.16674955242602996,0.553420896,0.196,0.6859999999999999,0.8,0.6200896666047997,0.85,0.6327445577599997,0.6200896666047997,0.1701526045163571,0.6722799999999999,0.6588343999999998,0.6200896666047997,0.784,0.737894528,0.7529536,0.0,0.6327445577599997,0.6200896666047997,0.0,0.76832,0.553420896,0.16674955242602996,0.6327445577599997,0.6588343999999998,0.16674955242602996,0.1701526045163571,0.6200896666047997
1300,1.4259471722692252,0.89,0.8966666666666666,1.0,0.48,0.004064822261820414,0.6200896666047997,0.0,0.81,0.735,0.3923583618673999,0.40853640344377334,0.553420896,0.0,0.83,0.81634,0.6588343999999998,0.735,0.7529536,0.833,0.84,0.784,0.6076878732727037,0.54235247808,0.81,0.784,0.833,0.38416,0.54235247808,0.57624,0.0,0.81634,0.735,0.8,0.16341456137750934,0.54235247808,0.19208,0.6722799999999999,0.784,0.8,0.833,0.6200896666047997,0.6076878732727037,0.78,0.6588343999999998,0.6456577119999998,0.6076878732727037,0.76832,0.82,0.82,0.0,0.6200896666047997,0.6076878732727037,0.0,0.7529536,0.54235247808,0.16341456137750934,0.6200896666047997,0.6456577119999998,0.16341456137750934,0.16674955242602996,0.79
1400,1.331645364165306,0.92,0.9033333333333333,1.0,0.5,0.004040826929018034,0.6076878732727037,0.0,0.7938000000000001,0.8,0.3845111946300519,0.40036567537489787,0.8,0.0,0.8133999999999999,0.8000132,0.85,0.7202999999999999,0.737894528,0.9,0.8231999999999999,0.76832,0.5955341158072496,0.8,0.7938000000000001,0.76832,0.81634,0.8,0.5315054285184,0.5647152,0.0,0.8000132,0.7202999999999999,0.784,0.16014627014995916,0.5315054285184,0.1882384,0.6588343999999998,0.85,0.784,0.81634,0.6076878732727037,0.5955341158072496,0.7644,0.6456577119999998,0.6327445577599997,0.5955341158072496,0.8,0.8036,0.85,0.7,0.6076878732727037,0.5955341158072496,0.0,0.737894528,0.5315054285184,0.16014627014995916,0.6076878732727037,0.6327445577599997,0.16014627014995916,0.16341456137750934,0.7742
1500,1.3379250226914883,0.94,0.9166666666666666,1.0,0.495,0.004436796127785263,0.5955341158072496,0.0,0.7779240000000001,0.784,0.37682097073745086,0.3923583618673999,0.784,0.0,0.85,0.784012936,0.833,0.7058939999999999,0.72313663744,0.9,0.8067359999999999,0.85,0.5836234334911046,0.85,0.7779240000000001,0.7529536,0.8000132,0.784,0.85,0.553420896,0.0,0.85,0.7058939999999999,0.76832,0.8,0.5208753199480319,0.184473632,0.6456577119999998,0.833,0.76832,0.8000132,0.5955341158072496,0.5836234334911046,0.749112,0.6327445577599997,0.6200896666047997,0.8,0.784,0.787528,0.833,0.6859999999999999,0.5955341158072496,0.5836234334911046,0.0,0.72313663744,0.5208753199480319,0.8,0.5955341158072496,0.6200896666047997,0.8,0.16014627014995916,0.758716
1600,1.3900170962512493,0.89,0.9166666666666666,1.0,0.5,0.004781434478770409,0.5836234334911046,0.0,0.76236552,0.76832,0.3692845513227018,0.3845111946300519,0.76832,0.0,0.85,0.76833267728,0.81634,0.6917761199999999,0.7086739046912,0.9,0.7906012799999999,0.85,0.5719509648212825,0.85,0.76236552,0.85,0.784012936,0.76832,0.85,0.85,0.0,0.833,0.85,0.7529536,0.784,0.85,0.18078415936,0.6327445577599997,0.85,0.7529536,0.784012936,0.5836234334911046,0.5719509648212825,0.73412976,0.6200896666047997,0.6076878732727037,0.784,0.76832,0.77177744,0.81634,0.6722799999999999,0.5836234334911046,0.5719509648212825,0.0,0.7086739046912,0.5104578135490713,0.784,0.5836234334911046,0.6076878732727037,0.784,0.15694334474695998,0.74354168
1700,1.296037595719099,0.9,0.91,1.0,0.495,0.004301681349586163,0.5719509648212825,0.7,0.7471182096,0.8,0.3618988602962478,0.37682097073745086,0.7529536,0.0,0.833,0.7529660237344,0.8000132,0.6779405975999999,0.694500426597376,0.85,0.7747892543999998,0.833,0.5605119455248568,0.833,0.7471182096,0.833,0.76833267728,0.7529536,0.8,0.833,0.0,0.81634,0.833,0.8,0.76832,0.833,0.1771684761728,0.75,0.833,0.75,0.76833267728,0.5719509648212825,0.5605119455248568,0.75,0.6076878732727037,0.75,0.76832,0.7529536,0.7563418912000001,0.8000132,0.75,0.5719509648212825,0.5605119455248568,0.0,0.694500426597376,0.5002486572780899,0.76832,0.5719509648212825,0.5955341158072496,0.76832,0.15380447785202078,0.7286708464
1800,1.326430664844811,0.9,0.8966666666666666,1.0,0.505,0.004259698591860277,0.7,0.8,0.8,0.784,0.35466088309032284,0.3692845513227018,0.737894528,0.0,0.81634,0.737906703259712,0.85,0.6643817856479999,0.6806104180654284,0.9,0.7592934693119998,0.81634,0.5493017066143597,0.81634,0.732175845408,0.9,0.7529660237344,0.737894528,0.784,0.81634,0.0,0.8000132,0.81634,0.784,0.7529536,0.81634,0.173625106649344,0.8,0.81634,0.735,0.8,0.5605119455248568,0.5493017066143597,0.735,0.5955341158072496,0.735,0.7529536,0.737894528,0.741215053376,0.8,0.8,0.5605119455248568,0.5493017066143597,0.0,0.6806104180654284,0.49024368413252806,0.7529536,0.5605119455248568,0.5836234334911046,0.7529536,0.15072838829498036,0.7140974294720001
1900,1.340552238635719,0.92,0.9066666666666667,1.0,0.48,0.003985280133617509,0.6859999999999999,0.784,0.85,0.85,0.34756766542851636,0.3618988602962478,0.72313663744,0.0,0.8000132,0.7231485691945178,0.833,0.8,0.6669982097041198,0.9,0.85,0.9,0.5383156724820726,0.8000132,0.85,0.882,0.737906703259712,0.72313663744,0.85,0.9,0.0,0.784012936,0.8000132,0.9,0.737894528,0.8000132,0.1701526045163571,0.784,0.8000132,0.7202999999999999,0.784,0.5493017066143597,0.5383156724820726,0.7202999999999999,0.5836234334911046,0.7202999999999999,0.737894528,0.72313663744,0.72639075230848,0.784,0.784,0.5493017066143597,0.5383156724820726,0.0,0.6669982097041198,0.48043881044987746,0.737894528,0.5493017066143597,0.5719509648212825,0.737894528,0.14771382052908075,0.6998154808825601
2000,1.2472459211945535,0.91,0.91,1.0,0.525,0.003418921326686229,0.6722799999999999,0.76832,0.833,0.833,0.34061631211994603,0.35466088309032284,0.7086739046912,0.0,0.784012936,0.7086855978106273,0.81634,0.784,0.6536582455100374,0.882,0.833,0.882,0.5275493590324312,0.784012936,0.833,0.86436,0.7231485691945178,0.7086739046912,0.833,0.882,0.0,0.76833267728,0.784012936,0.882,0.72313663744,0.784012936,0.16674955242602996,0.76832,0.784012936,0.7058939999999999,0.76832,0.5383156724820726,0.5275493590324312,0.7058939999999999,0.5719509648212825,0.7058939999999999,0.72313663744,0.7086739046912,0.7118629372623104,0.76832,0.76832,0.5383156724820726,0.5275493590324312,0.0,0.6536582455100374,0.4708300342408799,0.72313663744,0.5383156724820726,0.5605119455248568,0.72313663744,0.14475954411849912,0.6858191712649089
