step,train_loss,refusal_rate,refusal_rate_smoothed,baseline_refusal_rate,alpaca_val_loss,mean_alignment,lambda_layer_model.layers.0.self_attn.q_proj,lambda_layer_model.layers.0.self_attn.v_proj,lambda_layer_model.layers.1.self_attn.q_proj,lambda_layer_model.layers.1.self_attn.v_proj,lambda_layer_model.layers.2.self_attn.q_proj,lambda_layer_model.layers.2.self_attn.v_proj,lambda_layer_model.layers.3.self_attn.q_proj,lambda_layer_model.layers.3.self_attn.v_proj,lambda_layer_model.layers.4.self_attn.q_proj,lambda_layer_model.layers.4.self_attn.v_proj,lambda_layer_model.layers.5.self_attn.q_proj,lambda_layer_model.layers.5.self_attn.v_proj,lambda_layer_model.layers.6.self_attn.q_proj,lambda_layer_model.layers.6.self_attn.v_proj,lambda_layer_model.layers.7.self_attn.q_proj,lambda_layer_model.layers.7.self_attn.v_proj,lambda_layer_model.layers.8.self_attn.q_proj,lambda_layer_model.layers.8.self_attn.v_proj,lambda_layer_model.layers.9.self_attn.q_proj,lambda_layer_model.layers.9.self_attn.v_proj,lambda_layer_model.layers.10.self_attn.q_proj,lambda_layer_model.layers.10.self_attn.v_proj,lambda_layer_model.layers.11.self_attn.q_proj,lambda_layer_model.layers.11.self_attn.v_proj,lambda_layer_model.layers.12.self_attn.q_proj,lambda_layer_model.layers.12.self_attn.v_proj,lambda_layer_model.layers.13.self_attn.q_proj,lambda_layer_model.layers.13.self_attn.v_proj,lambda_layer_model.layers.14.self_attn.q_proj,lambda_layer_model.layers.14.self_attn.v_proj,lambda_layer_model.layers.15.self_attn.q_proj,lambda_layer_model.layers.15.self_attn.v_proj,lambda_layer_model.layers.16.self_attn.q_proj,lambda_layer_model.layers.16.self_attn.v_proj,lambda_layer_model.layers.17.self_attn.q_proj,lambda_layer_model.layers.17.self_attn.v_proj,lambda_layer_model.layers.18.self_attn.q_proj,lambda_layer_model.layers.18.self_attn.v_proj,lambda_layer_model.layers.19.self_attn.q_proj,lambda_layer_model.layers.19.self_attn.v_proj,lambda_layer_model.layers.20.self_attn.q_proj,lambda_layer_model.layers.20.self_attn.v_proj,lambda_layer_model.layers.21.self_attn.q_proj,lambda_layer_model.layers.21.self_attn.v_proj,lambda_layer_model.layers.22.self_attn.q_proj,lambda_layer_model.layers.22.self_attn.v_proj,lambda_layer_model.layers.23.self_attn.q_proj,lambda_layer_model.layers.23.self_attn.v_proj,lambda_layer_model.layers.24.self_attn.q_proj,lambda_layer_model.layers.24.self_attn.v_proj,lambda_layer_model.layers.25.self_attn.q_proj,lambda_layer_model.layers.25.self_attn.v_proj,lambda_layer_model.layers.26.self_attn.q_proj,lambda_layer_model.layers.26.self_attn.v_proj,lambda_layer_model.layers.27.self_attn.q_proj,lambda_layer_model.layers.27.self_attn.v_proj
1100,4.712806981841568,0.81,0.84,1.0,1.3374983871244472,0.01298196249990724,0.0,0.0,0.5647152,0.41687388106507484,0.6722799999999999,0.694500426597376,0.6859999999999999,0.0,0.6722799999999999,0.784,0.6588343999999998,0.5719509648212825,0.7,0.7,0.7,0.7,0.3764768,0.26043765997401597,0.7,0.7,0.6,0.6,0.2657527142592,0.26043765997401597,0.0,0.2657527142592,0.6722799999999999,0.784,0.7,0.7,0.6859999999999999,0.0,0.6,0.40853640344377334,0.7,0.6076878732727037,0.76832,0.6200896666047997,0.0,0.76832,0.6722799999999999,0.694500426597376,0.6,0.6,0.6588343999999998,0.737894528,0.6,0.6,0.6327445577599997,0.6327445577599997,0.0,0.0,0.6327445577599997,0.6456577119999998,0.0,0.737894528
1200,4.420198577265255,0.81,0.8300000000000001,1.0,1.3336014058651362,0.007861217367462814,0.0,0.0,0.553420896,0.7,0.6588343999999998,0.6806104180654284,0.6722799999999999,0.5,0.6588343999999998,0.76832,0.6456577119999998,0.5605119455248568,0.6859999999999999,0.6859999999999999,0.6859999999999999,0.8,0.368947264,0.25522890677453564,0.6859999999999999,0.8,0.588,0.8,0.26043765997401597,0.25522890677453564,0.0,0.26043765997401597,0.6588343999999998,0.76832,0.8,0.6859999999999999,0.6722799999999999,0.6,0.8,0.40036567537489787,0.6859999999999999,0.5955341158072496,0.7529536,0.6076878732727037,0.0,0.7529536,0.6588343999999998,0.8,0.588,0.8,0.6456577119999998,0.72313663744,0.588,0.588,0.6200896666047997,0.6200896666047997,0.0,0.0,0.6200896666047997,0.6327445577599997,0.0,0.72313663744
1300,4.702254818319343,0.86,0.8266666666666667,1.0,1.338776892542858,0.0058484227296763235,0.0,0.0,0.54235247808,0.85,0.6456577119999998,0.6669982097041198,0.6588343999999998,0.6,0.6456577119999998,0.7529536,0.7,0.5493017066143597,0.6722799999999999,0.6722799999999999,0.6722799999999999,0.784,0.36156831872,0.25012432863904493,0.6722799999999999,0.784,0.57624,0.784,0.25522890677453564,0.6,0.0,0.25522890677453564,0.6456577119999998,0.7529536,0.784,0.6722799999999999,0.6588343999999998,0.8,0.784,0.65,0.75,0.5836234334911046,0.737894528,0.5955341158072496,0.0,0.737894528,0.7,0.784,0.57624,0.8,0.6327445577599997,0.7086739046912,0.57624,0.57624,0.6076878732727037,0.6076878732727037,0.0,0.0,0.6076878732727037,0.6200896666047997,0.0,0.7086739046912
1400,4.501658344878815,0.83,0.8333333333333334,1.0,1.334897047530214,0.0049159653883959565,0.0,0.0,0.5315054285184,0.833,0.6327445577599997,0.6536582455100374,0.6456577119999998,0.588,0.6327445577599997,0.737894528,0.6859999999999999,0.5383156724820726,0.6588343999999998,0.6588343999999998,0.6588343999999998,0.76832,0.3543369523456,0.24512184206626403,0.6588343999999998,0.76832,0.5647152,0.76832,0.7,0.7,0.0,0.25012432863904493,0.6327445577599997,0.737894528,0.76832,0.6588343999999998,0.6456577119999998,0.784,0.76832,0.637,0.735,0.5719509648212825,0.72313663744,0.5836234334911046,0.8,0.72313663744,0.6859999999999999,0.8,0.5647152,0.8,0.6200896666047997,0.694500426597376,0.7,0.7,0.5955341158072496,0.7,0.0,0.0,0.5955341158072496,0.8,0.0,0.8
1500,4.3540072908543515,0.81,0.8333333333333334,1.0,1.3295330201116329,0.004090617802960749,0.0,0.0,0.5208753199480319,0.85,0.6200896666047997,0.6405850805998367,0.6327445577599997,0.57624,0.6200896666047997,0.72313663744,0.6722799999999999,0.5275493590324312,0.6456577119999998,0.6456577119999998,0.6456577119999998,0.7529536,0.347250213298688,0.24021940522493873,0.6456577119999998,0.7529536,0.553420896,0.7529536,0.6859999999999999,0.6859999999999999,0.0,0.24512184206626403,0.6200896666047997,0.72313663744,0.8,0.6456577119999998,0.6327445577599997,0.76832,0.7529536,0.62426,0.7202999999999999,0.5605119455248568,0.8,0.5719509648212825,0.85,0.7086739046912,0.6722799999999999,0.85,0.553420896,0.85,0.75,0.6806104180654284,0.8,0.6859999999999999,0.5836234334911046,0.8,0.0,0.0,0.5836234334911046,0.784,0.0,0.8
1600,4.390442138633225,0.78,0.8066666666666666,1.0,1.3307438342470916,0.0048966712742445195,0.0,0.0,0.5104578135490713,0.833,0.6076878732727037,0.8,0.6200896666047997,0.5647152,0.6076878732727037,0.7086739046912,0.6588343999999998,0.8,0.6327445577599997,0.6327445577599997,0.6327445577599997,0.737894528,0.3403052090327142,0.23541501712043994,0.6327445577599997,0.737894528,0.54235247808,0.737894528,0.6722799999999999,0.85,0.0,0.24021940522493873,0.8,0.7086739046912,0.784,0.6327445577599997,0.6200896666047997,0.85,0.737894528,0.8,0.7058939999999999,0.8,0.784,0.8,0.833,0.694500426597376,0.6588343999999998,0.833,0.54235247808,0.833,0.735,0.6669982097041198,0.784,0.85,0.5719509648212825,0.8,0.0,0.0,0.5719509648212825,0.76832,0.0,0.784
1700,4.716535889159422,0.78,0.79,1.0,1.3361286718266585,0.004348802297110004,0.0,0.0,0.5002486572780899,0.81634,0.5955341158072496,0.8,0.6076878732727037,0.553420896,0.7,0.694500426597376,0.6456577119999998,0.784,0.6200896666047997,0.7,0.6200896666047997,0.8,0.3334991048520599,0.6,0.6200896666047997,0.8,0.5315054285184,0.8,0.6588343999999998,0.833,0.0,0.23541501712043994,0.784,0.694500426597376,0.76832,0.6200896666047997,0.6076878732727037,0.833,0.72313663744,0.784,0.6917761199999999,0.784,0.76832,0.784,0.81634,0.6806104180654284,0.6456577119999998,0.81634,0.7,0.81634,0.7202999999999999,0.6536582455100374,0.76832,0.833,0.5605119455248568,0.784,0.0,0.7,0.7,0.7529536,0.0,0.76832
1800,4.142626835419796,0.9,0.82,1.0,1.335206927505755,0.005304822016374341,0.0,0.0,0.49024368413252806,0.8000132,0.5836234334911046,0.784,0.5955341158072496,0.54235247808,0.6859999999999999,0.75,0.6327445577599997,0.7,0.6076878732727037,0.65,0.6076878732727037,0.75,0.3268291227550187,0.588,0.6076878732727037,0.784,0.5208753199480319,0.784,0.6456577119999998,0.75,0.7,0.23070671677803115,0.76832,0.6806104180654284,0.7529536,0.6076878732727037,0.5955341158072496,0.8,0.7086739046912,0.76832,0.6779405975999999,0.76832,0.7529536,0.76832,0.8000132,0.7,0.6327445577599997,0.8000132,0.6859999999999999,0.8,0.7058939999999999,0.6405850805998367,0.7529536,0.8,0.5493017066143597,0.76832,0.0,0.6859999999999999,0.6859999999999999,0.737894528,0.0,0.7529536
1900,4.401397570712724,0.85,0.8433333333333334,1.0,1.3319349774667255,0.005163971679784092,0.0,0.0,0.48043881044987746,0.784012936,0.5719509648212825,0.76832,0.5836234334911046,0.5315054285184,0.6722799999999999,0.735,0.6200896666047997,0.6859999999999999,0.5955341158072496,0.637,0.5955341158072496,0.735,0.3202925402999183,0.7,0.5955341158072496,0.76832,0.5104578135490713,0.76832,0.6327445577599997,0.735,0.6859999999999999,0.22609258244247052,0.7529536,0.6669982097041198,0.737894528,0.5955341158072496,0.75,0.8,0.694500426597376,0.75,0.6643817856479999,0.7529536,0.75,0.7529536,0.784012936,0.6859999999999999,0.8,0.8,0.6722799999999999,0.8,0.6917761199999999,0.6277733789878399,0.8,0.784,0.5383156724820726,0.7529536,0.0,0.7,0.6722799999999999,0.72313663744,0.0,0.737894528
2000,4.363796812277287,0.76,0.8366666666666666,1.0,1.3327597897650623,0.004994824453855732,0.0,0.0,0.4708300342408799,0.76833267728,0.5605119455248568,0.7529536,0.5719509648212825,0.5208753199480319,0.6588343999999998,0.7202999999999999,0.6076878732727037,0.6722799999999999,0.5836234334911046,0.62426,0.5836234334911046,0.7202999999999999,0.31388668949391996,0.6859999999999999,0.5836234334911046,0.7529536,0.5002486572780899,0.7529536,0.6200896666047997,0.7202999999999999,0.6722799999999999,0.2215707307936211,0.737894528,0.6536582455100374,0.72313663744,0.5836234334911046,0.735,0.784,0.6806104180654284,0.735,0.6510941499350399,0.737894528,0.735,0.737894528,0.76833267728,0.6722799999999999,0.784,0.784,0.6588343999999998,0.784,0.6779405975999999,0.6152179114080831,0.784,0.76832,0.5275493590324312,0.737894528,0.0,0.6859999999999999,0.6588343999999998,0.7086739046912,0.0,0.72313663744
