step,train_loss,refusal_rate,refusal_rate_smoothed,baseline_refusal_rate,gsm8k_accuracy,mean_alignment,lambda_layer_model.layers.0.self_attn.q_proj,lambda_layer_model.layers.0.self_attn.v_proj,lambda_layer_model.layers.1.self_attn.q_proj,lambda_layer_model.layers.1.self_attn.v_proj,lambda_layer_model.layers.2.self_attn.q_proj,lambda_layer_model.layers.2.self_attn.v_proj,lambda_layer_model.layers.3.self_attn.q_proj,lambda_layer_model.layers.3.self_attn.v_proj,lambda_layer_model.layers.4.self_attn.q_proj,lambda_layer_model.layers.4.self_attn.v_proj,lambda_layer_model.layers.5.self_attn.q_proj,lambda_layer_model.layers.5.self_attn.v_proj,lambda_layer_model.layers.6.self_attn.q_proj,lambda_layer_model.layers.6.self_attn.v_proj,lambda_layer_model.layers.7.self_attn.q_proj,lambda_layer_model.layers.7.self_attn.v_proj,lambda_layer_model.layers.8.self_attn.q_proj,lambda_layer_model.layers.8.self_attn.v_proj,lambda_layer_model.layers.9.self_attn.q_proj,lambda_layer_model.layers.9.self_attn.v_proj,lambda_layer_model.layers.10.self_attn.q_proj,lambda_layer_model.layers.10.self_attn.v_proj,lambda_layer_model.layers.11.self_attn.q_proj,lambda_layer_model.layers.11.self_attn.v_proj,lambda_layer_model.layers.12.self_attn.q_proj,lambda_layer_model.layers.12.self_attn.v_proj,lambda_layer_model.layers.13.self_attn.q_proj,lambda_layer_model.layers.13.self_attn.v_proj,lambda_layer_model.layers.14.self_attn.q_proj,lambda_layer_model.layers.14.self_attn.v_proj,lambda_layer_model.layers.15.self_attn.q_proj,lambda_layer_model.layers.15.self_attn.v_proj,lambda_layer_model.layers.16.self_attn.q_proj,lambda_layer_model.layers.16.self_attn.v_proj,lambda_layer_model.layers.17.self_attn.q_proj,lambda_layer_model.layers.17.self_attn.v_proj,lambda_layer_model.layers.18.self_attn.q_proj,lambda_layer_model.layers.18.self_attn.v_proj,lambda_layer_model.layers.19.self_attn.q_proj,lambda_layer_model.layers.19.self_attn.v_proj,lambda_layer_model.layers.20.self_attn.q_proj,lambda_layer_model.layers.20.self_attn.v_proj,lambda_layer_model.layers.21.self_attn.q_proj,lambda_layer_model.layers.21.self_attn.v_proj,lambda_layer_model.layers.22.self_attn.q_proj,lambda_layer_model.layers.22.self_attn.v_proj,lambda_layer_model.layers.23.self_attn.q_proj,lambda_layer_model.layers.23.self_attn.v_proj,lambda_layer_model.layers.24.self_attn.q_proj,lambda_layer_model.layers.24.self_attn.v_proj,lambda_layer_model.layers.25.self_attn.q_proj,lambda_layer_model.layers.25.self_attn.v_proj,lambda_layer_model.layers.26.self_attn.q_proj,lambda_layer_model.layers.26.self_attn.v_proj,lambda_layer_model.layers.27.self_attn.q_proj,lambda_layer_model.layers.27.self_attn.v_proj
1100,1.4170752304792404,0.91,0.9133333333333334,1.0,0.455,0.005065929610282183,0.6859999999999999,0.6859999999999999,0.5315054285184,0.6200896666047997,0.16674955242602996,0.7,0.8,0.6859999999999999,0.41687388106507484,0.6859999999999999,0.6588343999999998,0.8,0.6200896666047997,0.6859999999999999,0.6722799999999999,0.8,0.6327445577599997,0.5315054285184,0.54235247808,0.8,0.0,0.8,0.6859999999999999,0.6722799999999999,0.54235247808,0.85,0.6722799999999999,0.8,0.0,0.0,0.0,0.6859999999999999,0.553420896,0.85,0.6859999999999999,0.46118407999999994,0.6200896666047997,0.46118407999999994,0.54235247808,0.0,0.6588343999999998,0.173625106649344,0.8,0.76832,0.54235247808,0.0,0.737894528,0.0,0.57624,0.46118407999999994,0.5647152,0.41687388106507484,0.0,0.40853640344377334,0.76832,0.6200896666047997
1200,1.4057173362374307,0.89,0.9,1.0,0.44,0.005317681427446327,0.6722799999999999,0.6722799999999999,0.75,0.75,0.16341456137750934,0.6859999999999999,0.85,0.6722799999999999,0.7,0.7,0.6456577119999998,0.784,0.6076878732727037,0.6722799999999999,0.6588343999999998,0.784,0.6200896666047997,0.5208753199480319,0.5315054285184,0.784,0.0,0.784,0.8,0.8,0.5315054285184,0.833,0.6588343999999998,0.8,0.0,0.0,0.7,0.6722799999999999,0.54235247808,0.833,0.6722799999999999,0.4519603983999999,0.6076878732727037,0.4519603983999999,0.5315054285184,0.0,0.6456577119999998,0.1701526045163571,0.784,0.7529536,0.5315054285184,0.7,0.72313663744,0.0,0.5647152,0.4519603983999999,0.553420896,0.40853640344377334,0.0,0.40036567537489787,0.7529536,0.6076878732727037
1300,1.420002629198134,0.91,0.9033333333333333,1.0,0.51,0.0048505865332637245,0.6588343999999998,0.6588343999999998,0.735,0.735,0.2,0.72,0.833,0.72,0.6859999999999999,0.6859999999999999,0.6327445577599997,0.76832,0.5955341158072496,0.6588343999999998,0.6456577119999998,0.88,0.6076878732727037,0.5104578135490713,0.5208753199480319,0.76832,0.0,0.76832,0.784,0.784,0.5208753199480319,0.81634,0.6456577119999998,0.784,0.0,0.0,0.6859999999999999,0.72,0.5315054285184,0.88,0.6588343999999998,0.4429211904319999,0.5955341158072496,0.4429211904319999,0.5208753199480319,0.0,0.6327445577599997,0.16674955242602996,0.76832,0.88,0.5208753199480319,0.6859999999999999,0.7086739046912,0.0,0.553420896,0.4429211904319999,0.54235247808,0.40036567537489787,0.0,0.3923583618673999,0.737894528,0.5955341158072496
1400,1.4276273567974567,0.9,0.9,1.0,0.505,0.0046132727355663,0.6456577119999998,0.6456577119999998,0.7202999999999999,0.8,0.7,0.7056,0.9,0.7056,0.6722799999999999,0.8,0.6200896666047997,0.8,0.5836234334911046,0.6456577119999998,0.6327445577599997,0.8623999999999999,0.5955341158072496,0.5002486572780899,0.5104578135490713,0.7529536,0.0,0.8,0.76832,0.76832,0.5104578135490713,0.8000132,0.6327445577599997,0.85,0.0,0.7,0.6722799999999999,0.8,0.5208753199480319,0.8623999999999999,0.6456577119999998,0.4340627666233599,0.5836234334911046,0.4340627666233599,0.5104578135490713,0.0,0.6200896666047997,0.16341456137750934,0.7529536,0.9,0.5104578135490713,0.6722799999999999,0.694500426597376,0.0,0.54235247808,0.4340627666233599,0.5315054285184,0.3923583618673999,0.0,0.3845111946300519,0.72313663744,0.5836234334911046
1500,1.3999123460799456,0.87,0.8933333333333334,1.0,0.445,0.004061027109855786,0.79,0.79,0.81,0.84,0.6859999999999999,0.691488,0.882,0.691488,0.6588343999999998,0.784,0.6076878732727037,0.784,0.5719509648212825,0.6327445577599997,0.6200896666047997,0.8451519999999999,0.5836234334911046,0.49024368413252806,0.5002486572780899,0.81,0.0,0.84,0.83,0.7529536,0.5002486572780899,0.784012936,0.6200896666047997,0.89,0.0,0.79,0.6588343999999998,0.784,0.5104578135490713,0.8451519999999999,0.6327445577599997,0.69,0.5719509648212825,0.4253815112908927,0.5002486572780899,0.0,0.6076878732727037,0.16014627014995916,0.737894528,0.882,0.5002486572780899,0.6588343999999998,0.6806104180654284,0.0,0.5315054285184,0.4253815112908927,0.5208753199480319,0.3845111946300519,0.0,0.37682097073745086,0.7086739046912,0.5719509648212825
1600,1.3695746609568595,0.88,0.8833333333333333,1.0,0.475,0.004290760101866908,0.7742,0.7742,0.7938000000000001,0.8231999999999999,0.8,0.8,0.9,0.67765824,0.6456577119999998,0.76832,0.5955341158072496,0.85,0.5605119455248568,0.6200896666047997,0.75,0.8282489599999999,0.5719509648212825,0.48043881044987746,0.49024368413252806,0.7938000000000001,0.0,0.8231999999999999,0.8133999999999999,0.8,0.6,0.76833267728,0.6076878732727037,0.8722,0.0,0.7742,0.7,0.76832,0.5002486572780899,0.8282489599999999,0.6200896666047997,0.6761999999999999,0.5605119455248568,0.41687388106507484,0.49024368413252806,0.0,0.5955341158072496,0.15694334474695998,0.72313663744,0.86436,0.49024368413252806,0.7,0.6669982097041198,0.2,0.5208753199480319,0.41687388106507484,0.5104578135490713,0.37682097073745086,0.0,0.3692845513227018,0.694500426597376,0.5605119455248568
1700,1.387454141639173,0.89,0.88,1.0,0.46,0.003978856160496694,0.85,0.758716,0.7779240000000001,0.88,0.784,0.784,0.9,0.6641050752,0.6327445577599997,0.85,0.5836234334911046,0.833,0.5493017066143597,0.85,0.735,0.8116839807999999,0.5605119455248568,0.4708300342408799,0.48043881044987746,0.88,0.0,0.88,0.7971319999999998,0.784,0.588,0.7529660237344,0.5955341158072496,0.854756,0.0,0.758716,0.6859999999999999,0.7529536,0.49024368413252806,0.88,0.6076878732727037,0.85,0.5493017066143597,0.40853640344377334,0.48043881044987746,0.0,0.5836234334911046,0.15380447785202078,0.85,0.8470728,0.48043881044987746,0.6859999999999999,0.6536582455100374,0.196,0.5104578135490713,0.40853640344377334,0.5002486572780899,0.3692845513227018,0.0,0.3618988602962478,0.6806104180654284,0.5493017066143597
1800,1.3191692774370312,0.89,0.8866666666666667,1.0,0.49,0.003939360450853461,0.833,0.74354168,0.76236552,0.8623999999999999,0.76832,0.76832,0.9,0.650822973696,0.6200896666047997,0.833,0.5719509648212825,0.81634,0.8,0.9,0.7202999999999999,0.795450301184,0.5493017066143597,0.4614134335560623,0.4708300342408799,0.8623999999999999,0.0,0.9,0.7811893599999998,0.76832,0.8,0.737906703259712,0.5836234334911046,0.8376608799999999,0.7,0.74354168,0.6722799999999999,0.737894528,0.48043881044987746,0.9,0.5955341158072496,0.833,0.5383156724820726,0.40036567537489787,0.4708300342408799,0.7,0.5719509648212825,0.15072838829498036,0.833,0.830131344,0.4708300342408799,0.6722799999999999,0.6405850805998367,0.7,0.5002486572780899,0.40036567537489787,0.49024368413252806,0.3618988602962478,0.0,0.7,0.6669982097041198,0.5383156724820726
1900,1.358901559263468,0.87,0.8833333333333333,1.0,0.465,0.00376859303339318,0.81634,0.7286708464,0.7471182096,0.88,0.85,0.85,0.882,0.6378065142220799,0.6076878732727037,0.81634,0.75,0.85,0.784,0.882,0.7058939999999999,0.7795412951603199,0.5383156724820726,0.45218516488494104,0.4614134335560623,0.8451519999999999,0.0,0.882,0.7655655727999998,0.7529536,0.784,0.8,0.5719509648212825,0.8209076623999999,0.6859999999999999,0.7286708464,0.6588343999999998,0.72313663744,0.4708300342408799,0.9,0.5836234334911046,0.81634,0.5275493590324312,0.3923583618673999,0.4614134335560623,0.8,0.7,0.7,0.81634,0.81352871712,0.4614134335560623,0.6588343999999998,0.6277733789878399,0.6859999999999999,0.49024368413252806,0.3923583618673999,0.48043881044987746,0.35466088309032284,0.0,0.6859999999999999,0.6536582455100374,0.5275493590324312
2000,1.1859323214367032,0.87,0.8766666666666666,1.0,0.535,0.003546774804168048,0.8000132,0.7140974294720001,0.732175845408,0.8623999999999999,0.833,0.833,0.86436,0.6250503839376383,0.5955341158072496,0.8000132,0.735,0.833,0.76832,0.86436,0.6917761199999999,0.7639504692571135,0.5275493590324312,0.4431414615872422,0.45218516488494104,0.8282489599999999,0.0,0.86436,0.7502542613439998,0.737894528,0.76832,0.784,0.5605119455248568,0.8044895091519999,0.6722799999999999,0.7140974294720001,0.6456577119999998,0.7086739046912,0.4614134335560623,0.882,0.5719509648212825,0.8000132,0.5169983718517825,0.3845111946300519,0.45218516488494104,0.784,0.6859999999999999,0.6859999999999999,0.8000132,0.7972581427776,0.45218516488494104,0.6456577119999998,0.6152179114080831,0.6722799999999999,0.48043881044987746,0.3845111946300519,0.4708300342408799,0.34756766542851636,0.0,0.6722799999999999,0.6405850805998367,0.5169983718517825
