step,train_loss,refusal_rate,refusal_rate_smoothed,baseline_refusal_rate,gsm8k_accuracy,mean_alignment,lambda_layer_model.layers.0.self_attn.q_proj,lambda_layer_model.layers.0.self_attn.v_proj,lambda_layer_model.layers.1.self_attn.q_proj,lambda_layer_model.layers.1.self_attn.v_proj,lambda_layer_model.layers.2.self_attn.q_proj,lambda_layer_model.layers.2.self_attn.v_proj,lambda_layer_model.layers.3.self_attn.q_proj,lambda_layer_model.layers.3.self_attn.v_proj,lambda_layer_model.layers.4.self_attn.q_proj,lambda_layer_model.layers.4.self_attn.v_proj,lambda_layer_model.layers.5.self_attn.q_proj,lambda_layer_model.layers.5.self_attn.v_proj,lambda_layer_model.layers.6.self_attn.q_proj,lambda_layer_model.layers.6.self_attn.v_proj,lambda_layer_model.layers.7.self_attn.q_proj,lambda_layer_model.layers.7.self_attn.v_proj,lambda_layer_model.layers.8.self_attn.q_proj,lambda_layer_model.layers.8.self_attn.v_proj,lambda_layer_model.layers.9.self_attn.q_proj,lambda_layer_model.layers.9.self_attn.v_proj,lambda_layer_model.layers.10.self_attn.q_proj,lambda_layer_model.layers.10.self_attn.v_proj,lambda_layer_model.layers.11.self_attn.q_proj,lambda_layer_model.layers.11.self_attn.v_proj,lambda_layer_model.layers.12.self_attn.q_proj,lambda_layer_model.layers.12.self_attn.v_proj,lambda_layer_model.layers.13.self_attn.q_proj,lambda_layer_model.layers.13.self_attn.v_proj,lambda_layer_model.layers.14.self_attn.q_proj,lambda_layer_model.layers.14.self_attn.v_proj,lambda_layer_model.layers.15.self_attn.q_proj,lambda_layer_model.layers.15.self_attn.v_proj,lambda_layer_model.layers.16.self_attn.q_proj,lambda_layer_model.layers.16.self_attn.v_proj,lambda_layer_model.layers.17.self_attn.q_proj,lambda_layer_model.layers.17.self_attn.v_proj,lambda_layer_model.layers.18.self_attn.q_proj,lambda_layer_model.layers.18.self_attn.v_proj,lambda_layer_model.layers.19.self_attn.q_proj,lambda_layer_model.layers.19.self_attn.v_proj,lambda_layer_model.layers.20.self_attn.q_proj,lambda_layer_model.layers.20.self_attn.v_proj,lambda_layer_model.layers.21.self_attn.q_proj,lambda_layer_model.layers.21.self_attn.v_proj,lambda_layer_model.layers.22.self_attn.q_proj,lambda_layer_model.layers.22.self_attn.v_proj,lambda_layer_model.layers.23.self_attn.q_proj,lambda_layer_model.layers.23.self_attn.v_proj,lambda_layer_model.layers.24.self_attn.q_proj,lambda_layer_model.layers.24.self_attn.v_proj,lambda_layer_model.layers.25.self_attn.q_proj,lambda_layer_model.layers.25.self_attn.v_proj,lambda_layer_model.layers.26.self_attn.q_proj,lambda_layer_model.layers.26.self_attn.v_proj,lambda_layer_model.layers.27.self_attn.q_proj,lambda_layer_model.layers.27.self_attn.v_proj
1100,1.3479779690131546,0.9,0.9133333333333334,1.0,0.47,0.006419290975567752,0.16674955242602996,0.7,0.6327445577599997,0.6588343999999998,0.57624,0.6722799999999999,0.57624,0.7,0.1701526045163571,0.0,0.784,0.6722799999999999,0.6722799999999999,0.7,0.784,0.1771684761728,0.40853640344377334,0.7,0.0,0.6859999999999999,0.40853640344377334,0.1701526045163571,0.1701526045163571,0.6327445577599997,0.3764768,0.737894528,0.16674955242602996,0.784,0.0,0.0,0.6456577119999998,0.6456577119999998,0.7,0.6722799999999999,0.7,0.7,0.6327445577599997,0.784,0.1701526045163571,0.46118407999999994,0.1701526045163571,0.7,0.368947264,0.7,0.784,0.6456577119999998,0.40853640344377334,0.1701526045163571,0.7,0.0,0.1701526045163571,0.6859999999999999,0.6327445577599997,0.16341456137750934,0.6327445577599997,0.6327445577599997
1200,1.3417126129940151,0.92,0.91,1.0,0.51,0.005540585240981143,0.16341456137750934,0.7,0.6200896666047997,0.6456577119999998,0.5647152,0.7,0.5647152,0.7,0.16674955242602996,0.0,0.76832,0.6588343999999998,0.6588343999999998,0.8,0.76832,0.173625106649344,0.40036567537489787,0.6859999999999999,0.2,0.6722799999999999,0.40036567537489787,0.16674955242602996,0.16674955242602996,0.6,0.368947264,0.72313663744,0.16341456137750934,0.76832,0.0,0.0,0.6327445577599997,0.6327445577599997,0.6859999999999999,0.6588343999999998,0.6859999999999999,0.7,0.6200896666047997,0.76832,0.16674955242602996,0.4519603983999999,0.16674955242602996,0.8,0.4,0.6859999999999999,0.76832,0.6327445577599997,0.40036567537489787,0.16674955242602996,0.6859999999999999,0.2,0.16674955242602996,0.6722799999999999,0.6200896666047997,0.16014627014995916,0.6200896666047997,0.6200896666047997
1300,1.3628752706199885,0.94,0.9199999999999999,1.0,0.525,0.004216863036812616,0.16014627014995916,0.7,0.6076878732727037,0.6327445577599997,0.553420896,0.6859999999999999,0.553420896,0.75,0.16341456137750934,0.0,0.7529536,0.6456577119999998,0.6456577119999998,0.8,0.7529536,0.1701526045163571,0.3923583618673999,0.8,0.196,0.6588343999999998,0.3923583618673999,0.7,0.16341456137750934,0.588,0.36156831872,0.8,0.16014627014995916,0.7529536,0.0,0.0,0.6200896666047997,0.6200896666047997,0.6722799999999999,0.75,0.6722799999999999,0.6859999999999999,0.6076878732727037,0.7529536,0.16341456137750934,0.4429211904319999,0.16341456137750934,0.85,0.392,0.6722799999999999,0.8,0.6200896666047997,0.3923583618673999,0.16341456137750934,0.6722799999999999,0.7,0.16341456137750934,0.6588343999999998,0.6076878732727037,0.15694334474695998,0.6076878732727037,0.6076878732727037
1400,1.4168565371632575,0.88,0.9133333333333334,1.0,0.475,0.004637532025559007,0.15694334474695998,0.6859999999999999,0.5955341158072496,0.6200896666047997,0.54235247808,0.7,0.54235247808,0.735,0.16014627014995916,0.0,0.737894528,0.8,0.7,0.85,0.737894528,0.16674955242602996,0.7,0.85,0.19208,0.6456577119999998,0.3845111946300519,0.6859999999999999,0.16014627014995916,0.8,0.3543369523456,0.8,0.15694334474695998,0.737894528,0.6,0.0,0.6076878732727037,0.6076878732727037,0.6588343999999998,0.735,0.6588343999999998,0.6722799999999999,0.5955341158072496,0.737894528,0.16014627014995916,0.4340627666233599,0.16014627014995916,0.833,0.38416,0.6588343999999998,0.784,0.6076878732727037,0.3845111946300519,0.16014627014995916,0.6588343999999998,0.8,0.16014627014995916,0.6456577119999998,0.5955341158072496,0.15380447785202078,0.5955341158072496,0.5955341158072496
1500,1.3597105276957153,0.88,0.9,1.0,0.465,0.0037558865723050466,0.15380447785202078,0.6722799999999999,0.5836234334911046,0.6076878732727037,0.7,0.85,0.5315054285184,0.7202999999999999,0.15694334474695998,0.7,0.72313663744,0.85,0.6859999999999999,0.85,0.72313663744,0.7,0.6859999999999999,0.833,0.1882384,0.6327445577599997,0.37682097073745086,0.6722799999999999,0.15694334474695998,0.784,0.347250213298688,0.784,0.15380447785202078,0.72313663744,0.588,0.0,0.5955341158072496,0.5955341158072496,0.6456577119999998,0.7202999999999999,0.6456577119999998,0.6588343999999998,0.5836234334911046,0.72313663744,0.15694334474695998,0.65,0.15694334474695998,0.85,0.3764768,0.6456577119999998,0.7,0.5955341158072496,0.37682097073745086,0.15694334474695998,0.6456577119999998,0.784,0.15694334474695998,0.6327445577599997,0.5836234334911046,0.15072838829498036,0.7,0.5836234334911046
1600,1.3443783957511186,0.87,0.8766666666666666,1.0,0.54,0.003816196516189458,0.15072838829498036,0.6588343999999998,0.5719509648212825,0.5955341158072496,0.6859999999999999,0.85,0.5208753199480319,0.7058939999999999,0.15380447785202078,0.6859999999999999,0.7086739046912,0.833,0.6722799999999999,0.833,0.7086739046912,0.6859999999999999,0.6722799999999999,0.85,0.184473632,0.6200896666047997,0.7,0.7,0.15380447785202078,0.76832,0.3403052090327142,0.76832,0.15072838829498036,0.7086739046912,0.57624,0.0,0.5836234334911046,0.5836234334911046,0.6327445577599997,0.7058939999999999,0.6327445577599997,0.6456577119999998,0.5719509648212825,0.7086739046912,0.15380447785202078,0.637,0.15380447785202078,0.85,0.368947264,0.6327445577599997,0.6859999999999999,0.5836234334911046,0.3692845513227018,0.15380447785202078,0.6327445577599997,0.8,0.15380447785202078,0.65,0.5719509648212825,0.14771382052908075,0.6859999999999999,0.5719509648212825
1700,1.4271517145633696,0.88,0.8766666666666666,1.0,0.48,0.004055726732726076,0.14771382052908075,0.6456577119999998,0.6,0.5836234334911046,0.6722799999999999,0.833,0.5104578135490713,0.6917761199999999,0.15072838829498036,0.8,0.694500426597376,0.85,0.6588343999999998,0.81634,0.7,0.6722799999999999,0.6588343999999998,0.833,0.18078415936,0.6076878732727037,0.75,0.6859999999999999,0.15072838829498036,0.7529536,0.3334991048520599,0.8,0.6,0.694500426597376,0.5647152,0.7,0.5719509648212825,0.5719509648212825,0.6200896666047997,0.6917761199999999,0.6200896666047997,0.6327445577599997,0.5605119455248568,0.694500426597376,0.15072838829498036,0.62426,0.15072838829498036,0.833,0.36156831872,0.6200896666047997,0.6722799999999999,0.5719509648212825,0.3618988602962478,0.15072838829498036,0.7,0.8,0.15072838829498036,0.637,0.5605119455248568,0.14475954411849912,0.6722799999999999,0.5605119455248568
1800,1.4186433437466621,0.86,0.87,1.0,0.5,0.0038630661625315304,0.14475954411849912,0.6327445577599997,0.588,0.5719509648212825,0.6588343999999998,0.85,0.5002486572780899,0.85,0.14771382052908075,0.85,0.6806104180654284,0.85,0.6456577119999998,0.8000132,0.8,0.8,0.6456577119999998,0.81634,0.1771684761728,0.5955341158072496,0.735,0.6722799999999999,0.14771382052908075,0.8,0.3268291227550187,0.784,0.75,0.6806104180654284,0.553420896,0.85,0.5605119455248568,0.5605119455248568,0.75,0.6779405975999999,0.6076878732727037,0.6200896666047997,0.5493017066143597,0.6806104180654284,0.14771382052908075,0.6117748000000001,0.14771382052908075,0.81634,0.3543369523456,0.6076878732727037,0.6588343999999998,0.5605119455248568,0.35466088309032284,0.14771382052908075,0.6859999999999999,0.784,0.14771382052908075,0.62426,0.5493017066143597,0.14186435323612914,0.6588343999999998,0.5493017066143597
1900,1.350047795176506,0.9,0.88,1.0,0.495,0.003918661486490497,0.2,0.7,0.57624,0.5605119455248568,0.7,0.9,0.49024368413252806,0.833,0.2,0.9,0.6669982097041198,0.833,0.6327445577599997,0.9,0.784,0.784,0.6327445577599997,0.8000132,0.173625106649344,0.5836234334911046,0.7202999999999999,0.8,0.14475954411849912,0.784,0.3202925402999183,0.76832,0.735,0.6669982097041198,0.54235247808,0.9,0.5493017066143597,0.5493017066143597,0.735,0.6643817856479999,0.5955341158072496,0.6076878732727037,0.5383156724820726,0.8,0.14475954411849912,0.5995393040000001,0.14475954411849912,0.8000132,0.347250213298688,0.5955341158072496,0.6456577119999998,0.5493017066143597,0.34756766542851636,0.14475954411849912,0.6722799999999999,0.76832,0.14475954411849912,0.6117748000000001,0.5383156724820726,0.13902706617140656,0.6456577119999998,0.5383156724820726
2000,1.2467301475256682,0.88,0.88,1.0,0.475,0.0038910752212229583,0.196,0.6859999999999999,0.5647152,0.5493017066143597,0.6859999999999999,0.882,0.48043881044987746,0.81634,0.196,0.882,0.6536582455100374,0.81634,0.6200896666047997,0.882,0.76832,0.76832,0.6200896666047997,0.784012936,0.1701526045163571,0.5719509648212825,0.7058939999999999,0.784,0.14186435323612914,0.76832,0.31388668949391996,0.7529536,0.7202999999999999,0.6536582455100374,0.5315054285184,0.882,0.5383156724820726,0.5383156724820726,0.7202999999999999,0.6510941499350399,0.5836234334911046,0.5955341158072496,0.5275493590324312,0.784,0.14186435323612914,0.5875485179200001,0.14186435323612914,0.784012936,0.3403052090327142,0.5836234334911046,0.6327445577599997,0.5383156724820726,0.34061631211994603,0.14186435323612914,0.6588343999999998,0.7529536,0.14186435323612914,0.5995393040000001,0.5275493590324312,0.13624652484797842,0.6327445577599997,0.5275493590324312
